player_id,player_name,draft_year,pick_number,college,position,college_ft_pct,prospect_archetype,size_bucket,tier3,is_all_nba_first_5,star_level,first_all_nba_season,first_all_nba_year_in_league,best_all_nba_team_first_5,all_nba_selections_first_5,advanced_projection_source,height_wo_shoes,weight,wingspan,wingspan_height_diff,standing_reach,vert_max,actual_tier_label,college_ppg,college_rpg,college_apg,college_spg,college_bpg,college_mpg,college_usg_pct,college_ast_pct,college_tov_pct,college_stl_pct,college_blk_pct,college_orb_pct,college_ts_pct,college_fg_pct,college_fg2_pct,college_fg3_pct,college_efg_pct,college_bpm,college_obpm,college_dbpm,college_fg3a_rate,college_fta_per_g,college_pos,college_season,class_year,college_fta_per_2pa,position_name,projected_nba_position,source,scored,missing_features,p_out,p_rot_plus,p_star,rotation_plus_prob,pred_tier,creator_to_wing_scaling_signal,big_offensive_scalability,defensive_big_offense_floor,defensive_big_signal_cap,low_ast_rim_protector_risk,vert_standing
1642845,VJ Edgecombe,2025,3,Baylor,1.0,0.782,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.0,193.2,79.5,3.5,101.5,38.5,TBD,15.0,5.6,3.2,2.1,0.6,32.7,24.1,19.2,12.5,3.8,2.3,7.1,0.552,0.436,0.5,0.34,0.504,11.4,7.1,4.3,0.402,4.3,G,2024-25,FR,0.6231884057971014,SG,SG,projection,True,,0.2892529328923178,0.6484731674977979,0.06227389960988429,0.7107470671076822,ROT+,0.0,0.0,0.0,1.0,0.0,
1642851,Kon Knueppel,2025,4,Duke,1.0,0.914,two_way_wing,guard,,False,0,,,,0,current_projection_fit,77.0,219.0,78.25,1.25,101.5,36.5,TBD,14.4,4.0,2.7,1.0,0.2,30.5,21.4,15.7,10.8,2.0,0.6,4.3,0.642,0.479,0.567,0.406,0.59,10.8,6.9,3.9,0.548,3.3,G,2024-25,FR,0.7499999999999999,SG,SF,projection,True,,0.28455311788225857,0.6579574519815219,0.05748943013621957,0.7154468821177414,ROT+,0.0,0.0,0.0,1.0,0.0,
1642860,Will Riley,2025,21,Illinois,2.0,0.724,two_way_wing,wing,,False,0,,,,0,current_projection_fit,80.25,185.6,80.75,0.5,104.0,32.0,TBD,12.6,4.1,2.2,0.3,0.3,25.7,23.8,16.1,9.2,0.6,1.0,5.2,0.532,0.432,0.502,0.326,0.497,6.5,4.8,1.7,0.401,3.3,F,2024-25,FR,0.5409836065573771,SF,SF,projection,True,,0.4491036670610382,0.4950260696929676,0.0558702632459942,0.5508963329389618,OUT,0.40209935252918294,0.0,0.0,1.0,0.0,
1642854,Asa Newell,2025,23,Georgia,2.0,0.748,offensive_wing,forward_big,,False,0,,,,0,current_projection_fit,81.0,223.8,83.25,2.25,107.5,36.5,TBD,15.4,6.9,0.9,1.0,1.0,29.0,23.5,6.7,8.2,2.0,3.8,13.9,0.612,0.543,0.627,0.292,0.58,9.6,7.6,2.0,0.253,4.1,F,2024-25,FR,0.5125,SF,PF,projection,True,,0.15104903194991548,0.79751257258868,0.05143839546140446,0.8489509680500845,ROT+,0.5005236206896552,0.0,0.0,1.0,0.0,
1642907,Cedric Coward,2025,11,Washington State,1.0,0.832,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.25,213.0,86.25,9.0,106.0,38.5,TBD,17.7,7.0,3.7,0.8,1.7,33.0,22.1,20.7,14.7,1.4,5.3,7.0,0.7,0.557,0.71,0.4,0.656,9.3,7.0,2.2,0.492,5.2,F,2024-25,SR,1.0,SG,SF,projection,True,,0.6326216801365652,0.31796373472489287,0.04941458513854191,0.3673783198634348,OUT,0.0,0.0,0.0,1.0,0.0,
1642964,Brooks Barnhizer,2025,44,Northwestern,1.0,0.782,role_player,wing,,False,0,,,,0,current_projection_fit,78.0,215.0,83.0,5.0,,,TBD,17.1,8.8,4.2,2.3,1.1,36.9,28.1,24.0,13.9,3.8,3.7,4.8,0.5,0.414,0.465,0.266,0.448,9.7,4.8,4.9,0.257,5.2,G,2024-25,SR,0.47706422018348627,SG,SF,projection,True,,0.36763032561981157,0.5885232417123709,0.04384643266781749,0.6323696743801884,OUT,0.34965,0.0,0.0,1.0,0.0,
1642878,Tyrese Proctor,2025,49,Duke,1.0,0.768,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.25,183.2,79.25,3.0,100.5,36.5,TBD,12.4,3.0,2.2,0.8,0.1,29.9,20.1,12.9,9.1,1.6,0.4,2.0,0.587,0.452,0.524,0.405,0.574,7.4,4.4,3.1,0.603,2.0,G,2024-25,JR,0.5263157894736842,SG,SG,projection,True,,0.6992163281601271,0.2589143455640215,0.04186932627585146,0.3007836718398729,OUT,0.0,0.0,0.0,1.0,0.0,
1641750,Ryan Kalkbrenner,2025,34,Creighton,4.0,0.709,rim_runner,center,,False,0,,,,0,current_projection_fit,85.0,257.4,90.0,5.0,112.0,33.0,TBD,19.2,8.7,1.5,0.5,2.7,34.5,23.6,10.0,9.4,0.9,7.3,8.8,0.684,0.653,0.706,0.344,0.678,12.2,7.7,4.4,0.147,4.6,C,2024-25,SR,0.4554455445544554,C,C,projection,True,,0.335628873720197,0.6254636724147953,0.03890745386500767,0.664371126279803,ROT+,0.0,0.5011376564277586,0.0,1.0,0.0,
1642954,Will Richard,2025,56,Florida,1.0,0.825,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.0,195.0,81.75,4.75,,,TBD,13.3,4.6,1.9,1.7,0.3,31.6,18.3,9.9,12.7,3.0,1.1,4.0,0.624,0.487,0.669,0.359,0.592,9.6,4.9,4.7,0.587,2.4,G,2024-25,SR,0.6153846153846154,SG,SF,projection,True,,0.3376064947964955,0.6254402139965043,0.036953291207000145,0.6623935052035045,ROT+,0.0,0.0,0.0,1.0,0.0,
1642876,Adou Thiero,2025,36,Arkansas,1.0,0.711,role_player,wing,,False,0,,,,0,current_projection_fit,78.25,218.4,84.0,5.75,104.5,,TBD,15.1,5.8,1.9,1.6,0.7,27.5,25.8,14.0,12.0,3.4,2.9,7.7,0.605,0.545,0.605,0.256,0.567,10.6,5.9,4.7,0.17,6.5,G,2024-25,JR,0.8333333333333334,SG,SF,projection,True,,0.47932145275693605,0.48758479084747974,0.03309375639558421,0.520678547243064,OUT,0.2290098039215687,0.0,0.0,1.0,0.0,
1642383,Walter Clayton Jr.,2025,18,Florida,0.0,0.879,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,74.0,199.0,76.0,2.0,97.5,37.0,TBD,18.3,3.7,4.2,1.2,0.5,32.6,25.6,23.2,13.7,2.1,1.6,1.2,0.602,0.448,0.534,0.386,0.56,11.2,7.8,3.4,0.578,3.7,G,2024-25,SR,0.6491228070175439,PG,PG,projection,True,,0.44582415556925836,0.5229367045498167,0.031239139880924974,0.5541758444307416,OUT,0.0,0.0,0.0,1.0,0.0,
1642914,Javon Small,2025,48,West Virginia,0.0,0.871,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,73.0,190.0,76.75,3.75,96.0,40.5,TBD,18.6,4.1,5.6,1.5,0.3,36.1,28.2,35.1,14.4,2.6,1.1,1.5,0.576,0.418,0.493,0.353,0.513,10.6,7.0,3.6,0.537,5.2,G,2024-25,SR,0.8253968253968255,PG,PG,projection,True,,0.5806412035650228,0.3898980521727798,0.029460744262197473,0.41935879643497725,OUT,0.0,0.0,0.0,1.0,0.0,
1642910,John Tonje,2025,53,Wisconsin,1.0,0.858,two_way_wing,guard,,False,0,,,,0,current_projection_fit,76.75,211.8,81.0,4.25,102.5,37.0,TBD,19.6,5.3,1.8,0.7,0.2,31.1,28.0,11.9,10.8,1.4,0.8,3.0,0.647,0.465,0.541,0.388,0.562,11.0,8.6,2.4,0.499,6.9,G,2024-25,SR,1.1694915254237288,SG,SF,projection,True,,0.5839502073463663,0.3867184962313425,0.029331296422291254,0.4160497926536338,OUT,0.0,0.0,0.0,1.0,0.0,
1642868,Carter Bryant,2025,14,Arizona,2.0,0.695,two_way_wing,wing,,False,0,,,,0,current_projection_fit,78.5,214.8,83.75,5.25,106.0,39.5,TBD,6.5,4.1,1.0,0.9,1.0,19.3,16.4,8.3,15.4,2.8,5.8,5.3,0.593,0.46,0.592,0.371,0.571,8.8,3.5,5.3,0.597,1.6,G,2024-25,FR,0.8421052631578948,SF,SF,projection,True,,0.3437817709091192,0.6274447762899373,0.028773452800943462,0.6562182290908808,ROT+,0.48274009999999995,0.0,0.0,1.0,0.0,
1642875,Maxime Raynaud,2025,42,Stanford,4.0,0.732,playmaking_forward,center,,False,0,,,,0,current_projection_fit,84.25,236.8,85.25,1.0,110.0,31.5,TBD,20.2,10.6,1.7,0.9,1.4,33.5,31.5,11.9,11.7,1.5,4.6,9.4,0.558,0.467,0.53,0.347,0.527,7.0,6.2,0.8,0.343,4.2,F,2024-25,SR,0.39622641509433965,C,C,projection,True,,0.7233048413453704,0.24882719303545928,0.027867965619170248,0.2766951586546295,OUT,0.0,0.482508333333333,0.0,1.0,0.0,
1642949,Yanic Konan Niederhäuser,2025,30,Penn State,4.0,0.648,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,83.25,242.6,87.25,4.0,111.0,37.0,TBD,12.9,6.3,0.8,0.7,2.3,25.1,23.5,6.1,13.9,1.5,10.2,10.0,0.631,0.611,0.637,0.091,0.613,6.1,2.9,3.1,0.047,4.5,F,2024-25,JR,0.5844155844155844,C,C,projection,True,,0.6766614140346618,0.2964747893435316,0.02686379662180661,0.3233385859653382,OUT,0.0,0.3119249999999998,0.786,0.4891,0.786,
1642880,Kam Jones,2025,38,Marquette,1.0,0.671,secondary_creator,guard,,False,0,,,,0,current_projection_fit,75.25,202.4,78.0,2.75,100.5,31.5,TBD,19.2,4.5,5.9,1.4,0.3,33.8,28.9,38.1,9.6,2.4,0.9,2.1,0.551,0.483,0.586,0.311,0.541,10.6,7.3,3.3,0.374,2.6,G,2024-25,SR,0.25742574257425743,SG,PG,projection,True,,0.40170215273936083,0.5762142557330667,0.022083591527572444,0.5982978472606392,OUT,0.0,0.0,0.0,1.0,0.0,
1642883,Sion James,2025,33,Duke,1.0,0.715,offensive_wing,guard,,False,0,,,,0,current_projection_fit,76.5,217.6,78.5,2.0,100.0,39.5,TBD,8.6,4.2,2.9,0.8,0.3,25.5,16.2,18.9,15.1,1.9,1.1,3.7,0.635,0.516,0.57,0.413,0.588,9.3,4.3,4.9,0.346,2.6,G,2024-25,SR,0.7222222222222222,SG,SG,projection,True,,0.565068340817766,0.41412035902880207,0.02081130015343194,0.434931659182234,OUT,0.0,0.0,0.0,1.0,0.0,
1642962,Drake Powell,2025,22,North Carolina,2.0,0.648,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.25,200.4,84.0,6.75,103.0,43.0,TBD,7.4,3.4,1.1,0.7,0.7,25.6,13.8,7.0,10.2,1.6,2.8,3.3,0.581,0.483,0.569,0.379,0.569,6.1,2.8,3.3,0.45,1.5,G,2024-25,FR,0.48387096774193544,SF,SF,projection,True,,0.6348527585254942,0.3450966215782216,0.020050619896284295,0.3651472414745059,OUT,0.0,0.0,0.0,1.0,0.0,
1642404,Chaz Lanier,2025,37,Tennessee,1.0,0.824,offensive_wing,guard,,False,0,,,,0,current_projection_fit,75.75,205.8,81.0,5.25,101.5,39.0,TBD,18.0,3.9,1.1,0.9,0.1,31.4,28.8,7.8,6.4,1.8,0.5,2.0,0.56,0.431,0.474,0.395,0.54,8.9,6.1,2.7,0.551,2.6,G,2024-25,SR,0.3880597014925373,SG,SG,projection,True,,0.7782274242930067,0.2027098042221546,0.019062771484838523,0.2217725757069931,OUT,0.0,0.0,0.0,1.0,0.0,
1642918,Alijah Martin,2025,39,Florida,1.0,0.76,offensive_wing,small_guard,,False,0,,,,0,current_projection_fit,73.5,208.4,79.5,6.0,99.5,38.0,TBD,14.4,4.5,2.2,1.5,0.2,30.4,21.7,12.3,10.4,2.7,0.6,4.5,0.576,0.452,0.573,0.35,0.547,9.8,5.8,3.9,0.541,3.1,G,2024-25,SR,0.607843137254902,SG,SG,projection,True,,0.6359520467956421,0.3454474449857598,0.01860050821859806,0.36404795320435784,OUT,0.0,0.0,0.0,1.0,0.0,
1642886,Koby Brea,2025,41,Kentucky,1.0,0.802,two_way_wing,guard,,False,0,,,,0,current_projection_fit,77.75,201.8,77.25,-0.5,101.5,34.0,TBD,11.6,3.2,1.3,0.5,0.3,28.1,16.7,8.0,4.9,0.9,1.3,1.1,0.636,0.47,0.545,0.435,0.618,7.1,5.8,1.3,0.684,1.0,G,2024-25,SR,0.35714285714285715,SG,SG,projection,True,,0.722510582151193,0.258994705700801,0.018494712148006028,0.27748941784880704,OUT,0.0,0.0,0.0,1.0,0.0,
1642942,Jahmai Mashack,2025,59,Tennessee,1.0,0.668,offensive_wing,guard,,False,0,,,,0,current_projection_fit,76.0,192.0,79.75,3.75,,,TBD,6.0,4.2,1.5,1.7,0.5,28.2,11.6,9.4,14.7,3.7,2.4,6.0,0.563,0.454,0.509,0.351,0.515,8.2,1.2,7.0,0.35,2.2,G,2024-25,SR,0.7857142857142858,SG,SG,projection,True,,0.7665020598420357,0.2165779701667005,0.016919969991263835,0.23349794015796432,OUT,0.0,0.0,0.0,1.0,0.0,
1642917,Max Shulga,2025,57,Virginia Commonwealth,1.0,0.821,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.25,206.4,77.75,1.5,99.0,34.5,TBD,15.0,5.9,4.0,1.8,0.1,32.8,21.9,22.9,11.8,3.2,0.4,6.0,0.595,0.435,0.488,0.387,0.537,9.4,5.8,3.6,0.528,5.4,G,2024-25,SR,1.148936170212766,SG,SG,projection,True,,0.7457027741833817,0.2385803690892475,0.015716856727370835,0.25429722581661834,OUT,0.0,0.0,0.0,1.0,0.0,
1642920,Kobe Sanders,2025,50,Nevada-Reno,2.0,0.794,secondary_creator,wing,,False,0,,,,0,current_projection_fit,79.0,203.2,80.25,1.25,103.0,36.0,TBD,15.8,3.9,4.5,1.1,0.3,31.7,27.1,29.9,11.8,2.2,1.2,2.7,0.572,0.46,0.516,0.342,0.515,7.0,5.6,1.5,0.319,5.2,G,2024-25,SR,0.6666666666666667,SF,SF,projection,True,,0.7545727891890935,0.2306015564625179,0.014825654348388558,0.24542721081090646,OUT,0.2832,0.0,0.0,1.0,0.0,
1642363,Nique Clifford,2025,24,Colorado State,1.0,0.724,secondary_creator,guard,,False,0,,,,0,current_projection_fit,77.25,202.0,80.0,2.75,102.5,35.5,TBD,18.9,9.6,4.4,1.2,0.6,35.4,27.7,26.8,14.1,2.0,2.0,5.4,0.603,0.496,0.564,0.377,0.565,11.1,7.2,3.8,0.365,5.0,G,2024-25,SR,0.5882352941176471,SG,SG,projection,True,,0.6116987681285408,0.37678131178123486,0.011519920090224286,0.38830123187145915,OUT,0.0,0.0,0.0,1.0,0.0,
1642877,Micah Peavy,2025,40,Georgetown,2.0,0.606,secondary_creator,wing,,False,0,,,,0,current_projection_fit,78.25,211.6,79.25,1.0,101.0,35.5,TBD,17.2,5.8,3.6,2.3,0.5,37.0,24.7,19.9,14.3,3.7,1.6,5.0,0.552,0.481,0.514,0.4,0.538,6.3,3.1,3.2,0.286,2.8,G,2024-25,SR,0.27450980392156865,SF,SF,projection,True,,0.6506718694386291,0.33789096133938995,0.01143716922198098,0.3493281305613709,OUT,0.06994022222222214,0.0,0.0,1.0,0.0,
1642364,Jamir Watkins,2025,43,Florida State,2.0,0.758,secondary_creator,guard,,False,0,,,,0,current_projection_fit,77.0,214.6,83.25,6.25,102.5,37.0,TBD,18.4,5.7,2.4,1.2,0.5,30.9,31.1,16.3,13.9,2.2,2.0,3.9,0.555,0.427,0.496,0.321,0.49,5.6,4.0,1.6,0.398,7.7,F,2024-25,SR,0.9871794871794872,SF,SF,projection,True,,0.6509980707947991,0.3397077002340675,0.00929422897113349,0.34900192920520096,OUT,0.0,0.0,0.0,1.0,0.0,
1642853,Rasheer Fleming,2025,31,Saint Joseph's,2.0,0.68,two_way_wing,wing,,False,0,,,,0,current_projection_fit,80.25,232.4,89.25,9.0,109.0,32.5,TBD,14.7,8.5,1.3,1.4,1.5,31.3,21.2,8.5,11.8,2.6,4.9,7.6,0.638,0.531,0.646,0.39,0.619,7.7,4.5,3.1,0.449,2.9,F,2024-25,JR,0.5178571428571429,SF,PF,projection,True,,0.568095300615012,0.4228378106287758,0.009066888756212277,0.43190469938498804,OUT,0.400524,0.0,0.0,1.0,0.0,
1643007,Taelon Peter,2025,54,Liberty,1.0,0.773,two_way_wing,guard,,False,0,,,,0,current_projection_fit,76.0,185.0,80.0,4.0,,,TBD,13.7,4.0,1.0,0.9,0.1,22.7,24.1,9.6,6.0,2.4,0.5,1.8,0.724,0.578,0.756,0.453,0.711,9.0,6.8,2.2,0.588,2.5,G,2024-25,SR,0.7352941176470589,SG,SG,projection,True,,0.7681359325267504,0.22574581185789602,0.006118255615353613,0.23186406747324964,OUT,0.0,0.0,0.0,1.0,0.0,
1642265,Rob Dillingham,2024,8,Kentucky,0.0,0.796,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,73.0,164.2,75.0,2.0,95.0,,TBD,15.2,2.9,3.9,1.0,0.1,23.3,30.3,29.7,13.5,2.4,0.3,1.2,0.595,0.475,0.495,0.444,0.564,6.2,5.6,0.7,0.398,3.1,G,2023-24,FR,0.4558823529411765,PG,PG,projection,True,,0.4324855188476272,0.4384669737513768,0.12904750740099602,0.5675144811523728,OUT,0.0,0.0,0.0,1.0,0.0,
1641744,Zach Edey,2024,9,Purdue,4.0,0.706,rim_runner,center,,False,0,,,,0,current_projection_fit,87.75,299.0,94.75,7.0,115.0,31.5,TBD,25.2,12.2,2.0,0.3,2.2,32.0,33.4,14.6,10.8,0.5,6.9,18.1,0.659,0.623,0.624,0.5,0.624,16.8,13.1,3.7,0.004,11.2,C,2023-24,SR,0.8115942028985507,C,C,projection,True,,0.2242837491661106,0.6678965673765775,0.10781968345731185,0.7757162508338894,ROT+,0.0,0.7846666666666665,0.0,1.0,0.0,
1642268,Isaiah Collier,2024,29,Southern California,0.0,0.673,primary_creator,small_guard,,False,0,,,,0,current_projection_fit,74.5,204.6,76.75,2.25,97.5,34.0,TBD,16.3,2.9,4.3,1.5,0.2,30.0,29.7,30.9,18.7,2.8,0.8,2.5,0.567,0.49,0.543,0.338,0.533,4.2,3.2,1.0,0.255,5.8,G,2023-24,FR,0.6666666666666667,PG,PG,projection,True,,0.40091476694816386,0.5014170050357151,0.09766822801612103,0.5990852330518361,OUT,0.0,0.0,0.0,1.0,0.0,
1641737,Adem Bona,2024,41,California-Los Angeles,3.0,0.652,rim_runner,wing,,False,0,,,,0,current_projection_fit,80.25,243.2,87.75,7.5,108.0,40.0,TBD,12.4,5.9,1.2,1.1,1.8,26.5,25.0,11.6,19.9,2.6,8.8,8.9,0.619,0.588,0.591,0.0,0.588,6.5,1.9,4.5,0.004,4.5,F,2023-24,SO,0.576923076923077,PF,PF,projection,True,,0.47997225603944405,0.43330758803634817,0.08672015592420777,0.520027743960556,OUT,0.0,0.4463499999999999,0.5536500000000001,0.6401275,0.0,
1642263,Reed Sheppard,2024,3,Kentucky,0.0,0.831,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,73.75,181.6,75.25,1.5,93.5,42.0,TBD,12.5,4.1,4.5,2.5,0.7,28.9,18.0,24.1,18.3,4.6,2.5,1.5,0.699,0.536,0.555,0.521,0.679,11.4,6.4,5.0,0.548,2.0,G,2023-24,FR,0.5555555555555556,PG,PG,projection,True,,0.27596535112786935,0.6403544720399628,0.08368017683216787,0.7240346488721306,ROT+,0.0,0.0,0.0,1.0,0.0,
1642267,Bub Carrington,2024,14,Pittsburgh,0.0,0.785,secondary_creator,guard,,False,0,,,,0,current_projection_fit,75.75,194.8,80.0,4.25,99.0,36.5,TBD,13.8,5.2,4.1,0.6,0.2,33.2,23.0,24.0,13.0,1.0,0.9,1.6,0.53,0.412,0.511,0.322,0.496,3.9,2.6,1.3,0.523,2.8,G,2023-24,FR,0.5,PG,PG,projection,True,,0.6173403720491202,0.30053806183191467,0.08212156611896515,0.3826596279508798,OUT,0.0,0.0,0.0,1.0,0.0,
1642367,Jonathan Mogbo,2024,31,San Francisco,3.0,0.578,rim_runner,wing,,False,0,,,,0,current_projection_fit,78.25,217.2,86.0,7.75,108.5,37.5,TBD,14.2,10.1,3.6,1.6,0.8,28.9,22.7,24.5,13.8,3.2,3.5,14.5,0.648,0.636,0.64,0.0,0.636,11.1,7.0,4.1,0.006,3.1,F,2023-24,JR,0.3263157894736842,PF,SF,projection,True,,0.3578401261632467,0.5611547005789089,0.08100517325784438,0.6421598738367533,OUT,0.0,0.4442499999999998,0.0,1.0,0.0,
1641747,DaRon Holmes II,2024,22,Dayton,3.0,0.671,rim_runner,wing,,False,0,,,,0,current_projection_fit,80.75,236.2,85.0,4.25,108.0,34.0,TBD,20.4,8.5,2.6,0.9,2.1,32.5,31.5,18.9,12.1,1.8,7.2,6.8,0.627,0.544,0.585,0.386,0.584,12.3,8.3,4.0,0.208,8.8,F,2023-24,JR,0.9166666666666667,PF,PF,projection,True,,0.36502037664359965,0.5568396374941642,0.07813998586223611,0.6349796233564003,OUT,0.0,0.6843869999999999,0.0,1.0,0.0,
1642272,Jared McCain,2024,16,Duke,1.0,0.885,offensive_wing,small_guard,,False,0,,,,0,current_projection_fit,74.0,203.2,75.5,1.5,98.0,33.0,TBD,14.3,5.0,1.9,1.1,0.1,31.6,21.1,11.0,10.1,2.0,0.2,3.1,0.611,0.462,0.521,0.414,0.577,8.5,6.0,2.6,0.554,2.4,G,2023-24,FR,0.5106382978723404,SG,SG,projection,True,,0.5379587039106519,0.3878122583946818,0.07422903769466628,0.4620412960893481,OUT,0.0,0.0,0.0,1.0,0.0,
1642345,Oso Ighodaro,2024,40,Marquette,4.0,0.616,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,81.5,222.0,83.0,1.5,104.5,39.5,TBD,13.4,6.9,2.9,1.1,1.3,32.5,20.7,16.1,13.5,1.9,4.7,9.4,0.59,0.576,0.58,0.0,0.576,8.0,4.5,3.4,0.006,4.1,F,2023-24,SR,0.4361702127659574,C,PF,projection,True,,0.6053942759678341,0.32459952461748554,0.07000619941468025,0.39460572403216576,OUT,0.0,0.401149438202247,0.0,1.0,0.0,
1642270,Donovan Clingan,2024,7,Connecticut,4.0,0.558,rim_runner,center,,False,0,,,,0,current_projection_fit,85.75,282.0,90.75,5.0,115.0,29.0,TBD,13.0,7.4,1.5,0.5,2.5,22.5,25.1,13.5,7.3,1.4,11.4,13.8,0.637,0.639,0.65,0.25,0.643,15.0,8.8,6.2,0.027,4.0,C,2023-24,SO,0.4938271604938272,C,C,projection,True,,0.16935508292973855,0.7738455126006674,0.0567994044695941,0.8306449170702614,ROT+,0.0,0.6194636363636362,0.3805363636363638,0.7526513636363635,0.0,
1641794,Dillon Jones,2024,26,Weber State,2.0,0.823,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.5,236.8,83.0,6.5,100.5,33.5,TBD,20.8,9.8,5.2,2.0,0.1,37.0,29.5,30.3,14.8,3.2,0.3,2.7,0.597,0.489,0.54,0.324,0.527,7.7,5.5,2.3,0.239,6.8,F,2023-24,SR,0.6296296296296295,SF,SF,projection,True,,0.6581430233437959,0.28562652500558194,0.0562304516506222,0.3418569766562041,OUT,0.0,0.0,0.0,1.0,0.0,
1642262,Cody Williams,2024,10,Colorado,2.0,0.714,offensive_wing,wing,,False,0,,,,0,current_projection_fit,78.5,178.4,85.0,6.5,103.0,35.5,TBD,11.9,3.0,1.6,0.6,0.7,28.4,20.8,10.2,17.2,1.3,2.4,3.2,0.62,0.552,0.588,0.415,0.595,3.9,2.4,1.5,0.211,3.2,F,2023-24,FR,0.5,SF,SF,projection,True,,0.5472679834023049,0.3999525231091398,0.05277949348855527,0.4527320165976951,OUT,0.23796949999999997,0.0,0.0,1.0,0.0,
1642349,Ajay Mitchell,2024,38,California-Santa Barbara,0.0,0.818,secondary_creator,guard,,False,0,,,,0,current_projection_fit,75.25,197.0,78.25,3.0,101.0,33.5,TBD,20.0,4.0,4.0,1.2,0.4,31.5,31.1,28.2,13.5,2.2,1.2,1.0,0.612,0.504,0.535,0.393,0.547,5.0,4.6,0.4,0.217,6.3,G,2023-24,JR,0.6057692307692307,PG,PG,projection,True,,0.6443725883067746,0.30291141270523375,0.05271599898799164,0.35562741169322537,OUT,0.0,0.0,0.0,1.0,0.0,
1642274,Yves Missi,2024,21,Baylor,4.0,0.616,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,82.75,229.4,86.0,3.25,109.5,38.5,TBD,10.7,5.6,0.4,0.6,1.5,22.9,21.8,3.4,11.7,1.5,7.3,14.6,0.622,0.614,0.614,0.0,0.614,7.4,5.0,2.4,0.0,4.1,F,2023-24,FR,0.6119402985074626,C,PF,projection,True,,0.30707591298878656,0.6408474173359712,0.0520766696752423,0.6929240870112134,ROT+,0.0,0.4048788209606986,0.0,1.0,0.0,
1641796,Pelle Larsson,2024,44,Arizona,1.0,0.813,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.25,212.4,79.5,2.25,102.0,38.0,TBD,12.8,4.1,3.7,0.9,0.2,30.1,18.8,20.1,15.6,1.7,0.8,3.9,0.622,0.519,0.568,0.426,0.592,7.4,4.1,3.3,0.344,3.2,G,2023-24,SR,0.5614035087719298,SG,SF,projection,True,,0.5783166678983862,0.3710514342584747,0.05063189784313915,0.42168333210161385,OUT,0.0,0.0,0.0,1.0,0.0,
1642273,Kyshawn George,2024,24,Miami (FL),2.0,0.778,offensive_wing,wing,,False,0,,,,0,current_projection_fit,79.0,208.8,82.25,3.25,105.0,32.0,TBD,7.6,3.0,2.2,0.9,0.4,23.0,17.6,16.3,19.1,2.2,1.8,2.2,0.582,0.426,0.467,0.408,0.566,3.6,1.2,2.4,0.684,0.9,G,2023-24,FR,0.4736842105263158,SF,SF,projection,True,,0.5286989353332168,0.4299714341332552,0.04132963053352795,0.4713010646667832,OUT,0.45165559999999993,0.0,0.0,1.0,0.0,
1631248,Baylor Scheierman,2024,30,Creighton,2.0,0.82,secondary_creator,wing,,False,0,,,,0,current_projection_fit,78.25,201.6,80.25,2.0,102.5,32.0,TBD,18.5,9.0,3.9,0.9,0.1,36.8,25.5,19.9,12.6,1.5,0.3,2.6,0.596,0.448,0.545,0.381,0.56,9.8,6.7,3.1,0.591,3.2,G,2023-24,SR,0.5614035087719298,SF,SF,projection,True,,0.5547831814876953,0.40570524648816175,0.03951157202414299,0.44521681851230477,OUT,0.33787974683544303,0.0,0.0,1.0,0.0,
1642354,KJ Simpson,2024,42,Colorado,0.0,0.834,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,72.25,187.0,76.5,4.25,93.5,40.5,TBD,19.7,5.8,4.9,1.6,0.1,35.1,26.7,27.1,11.9,2.7,0.2,2.8,0.606,0.475,0.497,0.434,0.552,10.1,6.9,3.2,0.355,5.0,G,2023-24,JR,0.5617977528089887,PG,PG,projection,True,,0.5760516570439882,0.3876276565202085,0.036320686435803315,0.4239483429560118,OUT,0.0,0.0,0.0,1.0,0.0,
1641783,Tristan da Silva,2024,18,Colorado,3.0,0.786,stretch_big,wing,,False,0,,,,0,current_projection_fit,80.25,216.8,82.25,2.0,104.5,35.5,TBD,16.0,5.1,2.4,1.1,0.6,33.8,22.5,13.4,12.0,2.0,1.7,3.6,0.606,0.493,0.559,0.395,0.573,7.1,5.0,2.2,0.405,3.0,F,2023-24,SR,0.42857142857142855,PF,SF,projection,True,,0.7128671056080161,0.25114052860737773,0.03599236578460612,0.28713289439198386,OUT,0.0,0.4539333333333331,0.0,1.0,0.0,
