player_id,player_name,draft_year,pick_number,college,position,college_ft_pct,prospect_archetype,size_bucket,tier3,is_all_nba_first_5,star_level,first_all_nba_season,first_all_nba_year_in_league,best_all_nba_team_first_5,all_nba_selections_first_5,advanced_projection_source,height_wo_shoes,weight,wingspan,wingspan_height_diff,actual_tier_label,position_name,projected_nba_position,college_ppg,college_rpg,college_apg,college_spg,college_bpg,college_mpg,college_usg_pct,college_ast_pct,college_tov_pct,college_stl_pct,college_blk_pct,college_orb_pct,college_ts_pct,college_fg_pct,college_fg2_pct,college_fg3_pct,college_efg_pct,college_bpm,college_obpm,college_dbpm,college_fg3a_rate,college_fta_per_g,college_pos,college_season,class_year,college_fta_per_2pa,source,scored,missing_features,p_out,p_rot_plus,p_star,rotation_plus_prob,pred_tier,creator_to_wing_scaling_signal,big_offensive_scalability,defensive_big_offense_floor,defensive_big_signal_cap,low_ast_rim_protector_risk
1642856,Egor Dëmin,2025,8,Brigham Young,2.0,0.695,secondary_creator,wing,,False,0,,,,0,current_projection_fit,80.25,199.2,82.25,2.0,TBD,SF,SF,10.6,3.9,5.5,1.2,0.4,27.5,24.5,34.6,21.9,2.5,1.7,1.3,0.509,0.412,0.553,0.273,0.48,5.3,3.1,2.2,0.503,2.5,G,2024-25,FR,0.5434782608695653,projection,True,,0.46526806985782576,0.43739095762288216,0.09734097251929211,0.5347319301421742,OUT,0.45097250000000005,0.0,0.0,1.0,0.0
1642867,Collin Murray-Boyles,2025,9,South Carolina,2.0,0.695,secondary_creator,wing,,False,0,,,,0,current_projection_fit,78.5,239.2,84.75,6.25,TBD,SF,SF,16.8,8.3,2.4,1.5,1.3,30.6,26.7,21.1,15.4,2.9,4.7,8.8,0.63,0.586,0.622,0.265,0.599,11.9,6.9,5.0,0.101,5.9,F,2024-25,SO,0.6210526315789474,projection,True,,0.19071047714349199,0.7165567136815431,0.09273280917496492,0.809289522856508,ROT+,0.4769722222222222,0.0,0.0,1.0,0.0
1642844,Dylan Harper,2025,2,Rutgers,0.0,0.75,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.5,213.2,82.5,6.0,TBD,PG,PG,19.4,4.6,4.0,1.4,0.6,32.6,29.0,27.1,12.7,2.6,1.9,2.6,0.587,0.484,0.574,0.333,0.546,9.2,7.0,2.1,0.374,5.8,G,2024-25,FR,0.6666666666666667,projection,True,,0.2673060679769761,0.6453011475932422,0.08739278442978168,0.7326939320230239,ROT+,0.0,0.0,0.0,1.0,0.0
1642873,Amari Williams,2025,46,Kentucky,3.0,0.628,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,82.0,227.0,89.0,7.0,TBD,PF,PF,10.9,8.5,3.2,0.6,1.2,22.8,24.6,24.7,19.8,1.4,6.1,10.3,0.587,0.561,0.566,0.25,0.563,9.9,5.2,4.7,0.016,5.1,F,2024-25,SR,0.7611940298507462,projection,True,,0.4039737980661907,0.5126076267486884,0.0834185751851209,0.5960262019338093,OUT,0.0,0.52615,0.47385,0.6919975,0.0
1642852,Derik Queen,2025,13,Maryland,4.0,0.766,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,81.25,247.8,84.5,3.25,TBD,C,C,16.5,9.0,1.9,1.1,1.1,30.4,26.6,11.6,14.5,2.0,3.8,9.0,0.591,0.526,0.558,0.2,0.535,9.2,5.1,4.2,0.088,6.1,C,2024-25,FR,0.6039603960396039,projection,True,,0.311607050679764,0.6108658685295597,0.07752708079067623,0.688392949320236,ROT+,0.0,0.6463916666666665,0.0,1.0,0.0
1641780,Johni Broome,2025,35,Auburn,2.0,0.603,secondary_creator,forward_big,,False,0,,,,0,current_projection_fit,81.25,249.4,84.25,3.0,TBD,SF,SF,18.6,10.8,2.9,0.9,2.1,30.2,30.4,19.5,8.5,1.8,7.5,14.1,0.547,0.51,0.559,0.278,0.534,14.3,9.6,4.7,0.174,5.6,F,2024-25,SR,0.47457627118644063,projection,True,,0.23047678999464205,0.6945646492420281,0.07495856076332989,0.769523210005358,ROT+,0.5754595555555555,0.0,0.0,1.0,0.0
1642859,Jase Richardson,2025,25,Michigan State,0.0,0.836,offensive_wing,small_guard,,False,0,,,,0,current_projection_fit,72.5,178.4,78.0,5.5,TBD,PG,PG,12.1,3.3,1.9,0.8,0.3,25.3,20.6,14.4,7.9,1.9,1.4,3.0,0.624,0.493,0.545,0.412,0.574,11.6,6.5,5.1,0.39,3.4,G,2024-25,FR,0.693877551020408,projection,True,,0.39421799660037415,0.5310160631817672,0.07476594021785868,0.6057820033996258,OUT,0.0,0.0,0.0,1.0,0.0
1642862,Liam McNeeley,2025,29,Connecticut,2.0,0.866,secondary_creator,wing,,False,0,,,,0,current_projection_fit,78.75,214.6,80.5,1.75,TBD,SF,SF,14.5,6.0,2.3,0.6,0.2,32.1,25.6,13.1,11.9,1.1,0.8,3.7,0.529,0.381,0.436,0.317,0.455,3.4,2.6,0.8,0.468,4.7,F,2024-25,FR,0.7704918032786886,projection,True,,0.47067429156758933,0.4584116213725074,0.07091408705990325,0.5293257084324107,OUT,0.572125,0.0,0.0,1.0,0.0
1642846,Ace Bailey,2025,5,Rutgers,2.0,0.692,offensive_wing,wing,,False,0,,,,0,current_projection_fit,79.5,202.8,84.5,5.0,TBD,SF,SF,17.6,7.2,1.3,1.0,1.3,33.3,27.5,8.3,11.0,1.7,4.1,7.0,0.536,0.46,0.511,0.346,0.514,4.5,3.7,0.8,0.308,3.6,G,2024-25,FR,0.35294117647058826,projection,True,,0.40975884977984667,0.520129799517511,0.0701113507026423,0.5902411502201533,OUT,0.5487639,0.0,0.0,1.0,0.0
1642874,Danny Wolf,2025,27,Michigan,2.0,0.646,playmaking_forward,forward_big,,False,0,,,,0,current_projection_fit,82.5,251.8,86.25,3.75,TBD,SF,SF,13.2,9.7,3.6,0.7,1.4,30.5,24.2,22.8,21.5,1.3,4.6,9.1,0.559,0.497,0.567,0.336,0.548,9.5,4.3,5.2,0.302,3.6,F,2024-25,JR,0.5070422535211268,projection,True,,0.2573812634626319,0.6769907209925997,0.06562801554476837,0.7426187365373681,ROT+,0.5362277777777777,0.38250000000000006,0.0,1.0,0.0
1642863,Khaman Maluach,2025,10,Duke,4.0,0.766,rim_runner,center,,False,0,,,,0,current_projection_fit,84.75,252.8,90.75,6.0,TBD,C,C,8.6,6.6,0.5,0.2,1.3,21.2,16.1,4.3,11.6,0.6,6.8,16.5,0.736,0.712,0.754,0.25,0.723,9.9,6.2,3.6,0.084,2.0,C,2024-25,FR,0.4444444444444444,projection,True,,0.24016638177660388,0.6945957005475584,0.06523791767583771,0.7598336182233961,ROT+,0.0,0.44597987421383645,0.0,1.0,0.0
1642845,VJ Edgecombe,2025,3,Baylor,1.0,0.782,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.0,193.2,79.5,3.5,TBD,SG,SG,15.0,5.6,3.2,2.1,0.6,32.7,24.1,19.2,12.5,3.8,2.3,7.1,0.552,0.436,0.5,0.34,0.504,11.4,7.1,4.3,0.402,4.3,G,2024-25,FR,0.6231884057971014,projection,True,,0.28925293289261145,0.6484731674975293,0.06227389960985924,0.7107470671073886,ROT+,0.0,0.0,0.0,1.0,0.0
1642851,Kon Knueppel,2025,4,Duke,1.0,0.914,two_way_wing,guard,,False,0,,,,0,current_projection_fit,77.0,219.0,78.25,1.25,TBD,SG,SG,14.4,4.0,2.7,1.0,0.2,30.5,21.4,15.7,10.8,2.0,0.6,4.3,0.642,0.479,0.567,0.406,0.59,10.8,6.9,3.9,0.548,3.3,G,2024-25,FR,0.7499999999999999,projection,True,,0.2845531178827452,0.6579574519810738,0.05748943013618105,0.7154468821172548,ROT+,0.0,0.0,0.0,1.0,0.0
1642860,Will Riley,2025,21,Illinois,2.0,0.724,two_way_wing,wing,,False,0,,,,0,current_projection_fit,80.25,185.6,80.75,0.5,TBD,SF,SF,12.6,4.1,2.2,0.3,0.3,25.7,23.8,16.1,9.2,0.6,1.0,5.2,0.532,0.432,0.502,0.326,0.497,6.5,4.8,1.7,0.401,3.3,F,2024-25,FR,0.5409836065573771,projection,True,,0.4491036670612497,0.49502606969277707,0.05587026324597323,0.5508963329387503,OUT,0.40209935252918294,0.0,0.0,1.0,0.0
1642854,Asa Newell,2025,23,Georgia,2.0,0.748,offensive_wing,forward_big,,False,0,,,,0,current_projection_fit,81.0,223.8,83.25,2.25,TBD,SF,SF,15.4,6.9,0.9,1.0,1.0,29.0,23.5,6.7,8.2,2.0,3.8,13.9,0.612,0.543,0.627,0.292,0.58,9.6,7.6,2.0,0.253,4.1,F,2024-25,FR,0.5125,projection,True,,0.1510490319500063,0.797512572588594,0.05143839546139973,0.8489509680499937,ROT+,0.5005236206896552,0.0,0.0,1.0,0.0
1642907,Cedric Coward,2025,11,Washington State,1.0,0.832,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.25,213.0,86.25,9.0,TBD,SG,SG,17.7,7.0,3.7,0.8,1.7,33.0,22.1,20.7,14.7,1.4,5.3,7.0,0.7,0.557,0.71,0.4,0.656,9.3,7.0,2.2,0.492,5.2,F,2024-25,SR,1.0,projection,True,,0.6326216801383762,0.3179637347233262,0.049414585138297655,0.36737831986162384,OUT,0.0,0.0,0.0,1.0,0.0
1642964,Brooks Barnhizer,2025,44,Northwestern,1.0,0.782,role_player,wing,,False,0,,,,0,current_projection_fit,78.0,215.0,83.0,5.0,TBD,SG,SG,17.1,8.8,4.2,2.3,1.1,36.9,28.1,24.0,13.9,3.8,3.7,4.8,0.5,0.414,0.465,0.266,0.448,9.7,4.8,4.9,0.257,5.2,G,2024-25,SR,0.47706422018348627,projection,True,,0.3676303256220317,0.5885232417103049,0.0438464326676634,0.6323696743779683,OUT,0.34965,0.0,0.0,1.0,0.0
1642878,Tyrese Proctor,2025,49,Duke,1.0,0.768,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.25,183.2,79.25,3.0,TBD,SG,SG,12.4,3.0,2.2,0.8,0.1,29.9,20.1,12.9,9.1,1.6,0.4,2.0,0.587,0.452,0.524,0.405,0.574,7.4,4.4,3.1,0.603,2.0,G,2024-25,JR,0.5263157894736842,projection,True,,0.6992163281599721,0.2589143455641546,0.041869326275873274,0.30078367184002786,OUT,0.0,0.0,0.0,1.0,0.0
1641750,Ryan Kalkbrenner,2025,34,Creighton,4.0,0.709,rim_runner,center,,False,0,,,,0,current_projection_fit,85.0,257.4,90.0,5.0,TBD,C,C,19.2,8.7,1.5,0.5,2.7,34.5,23.6,10.0,9.4,0.9,7.3,8.8,0.684,0.653,0.706,0.344,0.678,12.2,7.7,4.4,0.147,4.6,C,2024-25,SR,0.4554455445544554,projection,True,,0.3356288737212846,0.6254636724137709,0.038907453864944534,0.6643711262787154,ROT+,0.0,0.5011376564277586,0.0,1.0,0.0
1642954,Will Richard,2025,56,Florida,1.0,0.825,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.0,195.0,81.75,4.75,TBD,SG,SG,13.3,4.6,1.9,1.7,0.3,31.6,18.3,9.9,12.7,3.0,1.1,4.0,0.624,0.487,0.669,0.359,0.592,9.6,4.9,4.7,0.587,2.4,G,2024-25,SR,0.6153846153846154,projection,True,,0.3376064947970189,0.6254402139960098,0.0369532912069713,0.6623935052029811,ROT+,0.0,0.0,0.0,1.0,0.0
1642876,Adou Thiero,2025,36,Arkansas,1.0,0.711,role_player,wing,,False,0,,,,0,current_projection_fit,78.25,218.4,84.0,5.75,TBD,SG,SG,15.1,5.8,1.9,1.6,0.7,27.5,25.8,14.0,12.0,3.4,2.9,7.7,0.605,0.545,0.605,0.256,0.567,10.6,5.9,4.7,0.17,6.5,G,2024-25,JR,0.8333333333333334,projection,True,,0.479321452757427,0.48758479084701983,0.033093756395553196,0.520678547242573,OUT,0.2290098039215687,0.0,0.0,1.0,0.0
1642383,Walter Clayton Jr.,2025,18,Florida,0.0,0.879,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,74.0,199.0,76.0,2.0,TBD,PG,PG,18.3,3.7,4.2,1.2,0.5,32.6,25.6,23.2,13.7,2.1,1.6,1.2,0.602,0.448,0.534,0.386,0.56,11.2,7.8,3.4,0.578,3.7,G,2024-25,SR,0.6491228070175439,projection,True,,0.4458241555714043,0.5229367045477914,0.031239139880804314,0.5541758444285957,OUT,0.0,0.0,0.0,1.0,0.0
1642914,Javon Small,2025,48,West Virginia,0.0,0.871,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,73.0,190.0,76.75,3.75,TBD,PG,PG,18.6,4.1,5.6,1.5,0.3,36.1,28.2,35.1,14.4,2.6,1.1,1.5,0.576,0.418,0.493,0.353,0.513,10.6,7.0,3.6,0.537,5.2,G,2024-25,SR,0.8253968253968255,projection,True,,0.5806412035664927,0.3898980521714129,0.029460744262094423,0.4193587964335073,OUT,0.0,0.0,0.0,1.0,0.0
1642910,John Tonje,2025,53,Wisconsin,1.0,0.858,two_way_wing,guard,,False,0,,,,0,current_projection_fit,76.75,211.8,81.0,4.25,TBD,SG,SG,19.6,5.3,1.8,0.7,0.2,31.1,28.0,11.9,10.8,1.4,0.8,3.0,0.647,0.465,0.541,0.388,0.562,11.0,8.6,2.4,0.499,6.9,G,2024-25,SR,1.1694915254237288,projection,True,,0.5839502073474951,0.3867184962302931,0.029331296422211786,0.41604979265250486,OUT,0.0,0.0,0.0,1.0,0.0
1642868,Carter Bryant,2025,14,Arizona,2.0,0.695,two_way_wing,wing,,False,0,,,,0,current_projection_fit,78.5,214.8,83.75,5.25,TBD,SF,SF,6.5,4.1,1.0,0.9,1.0,19.3,16.4,8.3,15.4,2.8,5.8,5.3,0.593,0.46,0.592,0.371,0.571,8.8,3.5,5.3,0.597,1.6,G,2024-25,FR,0.8421052631578948,projection,True,,0.34378177090965567,0.6274447762894242,0.028773452800920116,0.6562182290903443,ROT+,0.48274009999999995,0.0,0.0,1.0,0.0
1642875,Maxime Raynaud,2025,42,Stanford,4.0,0.732,playmaking_forward,center,,False,0,,,,0,current_projection_fit,84.25,236.8,85.25,1.0,TBD,C,C,20.2,10.6,1.7,0.9,1.4,33.5,31.5,11.9,11.7,1.5,4.6,9.4,0.558,0.467,0.53,0.347,0.527,7.0,6.2,0.8,0.343,4.2,F,2024-25,SR,0.39622641509433965,projection,True,,0.7233048413463216,0.2488271930346038,0.027867965619074724,0.2766951586536785,OUT,0.0,0.482508333333333,0.0,1.0,0.0
1642949,Yanic Konan Niederhäuser,2025,30,Penn State,4.0,0.648,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,83.25,242.6,87.25,4.0,TBD,C,C,12.9,6.3,0.8,0.7,2.3,25.1,23.5,6.1,13.9,1.5,10.2,10.0,0.631,0.611,0.637,0.091,0.613,6.1,2.9,3.1,0.047,4.5,F,2024-25,JR,0.5844155844155844,projection,True,,0.6766614140350595,0.2964747893431667,0.026863796621773847,0.32333858596494053,OUT,0.0,0.3119249999999998,0.786,0.4891,0.786
1642880,Kam Jones,2025,38,Marquette,1.0,0.671,secondary_creator,guard,,False,0,,,,0,current_projection_fit,75.25,202.4,78.0,2.75,TBD,SG,SG,19.2,4.5,5.9,1.4,0.3,33.8,28.9,38.1,9.6,2.4,0.9,2.1,0.551,0.483,0.586,0.311,0.541,10.6,7.3,3.3,0.374,2.6,G,2024-25,SR,0.25742574257425743,projection,True,,0.4017021527397069,0.5762142557327329,0.02208359152756021,0.5982978472602931,OUT,0.0,0.0,0.0,1.0,0.0
1642883,Sion James,2025,33,Duke,1.0,0.715,offensive_wing,guard,,False,0,,,,0,current_projection_fit,76.5,217.6,78.5,2.0,TBD,SG,SG,8.6,4.2,2.9,0.8,0.3,25.5,16.2,18.9,15.1,1.9,1.1,3.7,0.635,0.516,0.57,0.413,0.588,9.3,4.3,4.9,0.346,2.6,G,2024-25,SR,0.7222222222222222,projection,True,,0.5650683408194085,0.414120359027238,0.020811300153353533,0.4349316591805915,OUT,0.0,0.0,0.0,1.0,0.0
1642962,Drake Powell,2025,22,North Carolina,2.0,0.648,offensive_wing,guard,,False,0,,,,0,current_projection_fit,77.25,200.4,84.0,6.75,TBD,SF,SF,7.4,3.4,1.1,0.7,0.7,25.6,13.8,7.0,10.2,1.6,2.8,3.3,0.581,0.483,0.569,0.379,0.569,6.1,2.8,3.3,0.45,1.5,G,2024-25,FR,0.48387096774193544,projection,True,,0.6348527585273283,0.34509662157648807,0.020050619896183713,0.3651472414726718,OUT,0.0,0.0,0.0,1.0,0.0
1642404,Chaz Lanier,2025,37,Tennessee,1.0,0.824,offensive_wing,guard,,False,0,,,,0,current_projection_fit,75.75,205.8,81.0,5.25,TBD,SG,SG,18.0,3.9,1.1,0.9,0.1,31.4,28.8,7.8,6.4,1.8,0.5,2.0,0.56,0.431,0.474,0.395,0.54,8.9,6.1,2.7,0.551,2.6,G,2024-25,SR,0.3880597014925373,projection,True,,0.7782274242949957,0.2027098042203366,0.019062771484667524,0.22177257570500414,OUT,0.0,0.0,0.0,1.0,0.0
1642918,Alijah Martin,2025,39,Florida,1.0,0.76,offensive_wing,small_guard,,False,0,,,,0,current_projection_fit,73.5,208.4,79.5,6.0,TBD,SG,SG,14.4,4.5,2.2,1.5,0.2,30.4,21.7,12.3,10.4,2.7,0.6,4.5,0.576,0.452,0.573,0.35,0.547,9.8,5.8,3.9,0.541,3.1,G,2024-25,SR,0.607843137254902,projection,True,,0.6359520467970414,0.34544744498443186,0.01860050821852673,0.3640479532029586,OUT,0.0,0.0,0.0,1.0,0.0
1642886,Koby Brea,2025,41,Kentucky,1.0,0.802,two_way_wing,guard,,False,0,,,,0,current_projection_fit,77.75,201.8,77.25,-0.5,TBD,SG,SG,11.6,3.2,1.3,0.5,0.3,28.1,16.7,8.0,4.9,0.9,1.3,1.1,0.636,0.47,0.545,0.435,0.618,7.1,5.8,1.3,0.684,1.0,G,2024-25,SR,0.35714285714285715,projection,True,,0.7225105821518876,0.2589947057001526,0.018494712147959797,0.2774894178481124,OUT,0.0,0.0,0.0,1.0,0.0
1642942,Jahmai Mashack,2025,59,Tennessee,1.0,0.668,offensive_wing,guard,,False,0,,,,0,current_projection_fit,76.0,192.0,79.75,3.75,TBD,SG,SG,6.0,4.2,1.5,1.7,0.5,28.2,11.6,9.4,14.7,3.7,2.4,6.0,0.563,0.454,0.509,0.351,0.515,8.2,1.2,7.0,0.35,2.2,G,2024-25,SR,0.7857142857142858,projection,True,,0.7665020598419809,0.2165779701667512,0.016919969991267887,0.23349794015801908,OUT,0.0,0.0,0.0,1.0,0.0
1642917,Max Shulga,2025,57,Virginia Commonwealth,1.0,0.821,secondary_creator,guard,,False,0,,,,0,current_projection_fit,76.25,206.4,77.75,1.5,TBD,SG,SG,15.0,5.9,4.0,1.8,0.1,32.8,21.9,22.9,11.8,3.2,0.4,6.0,0.595,0.435,0.488,0.387,0.537,9.4,5.8,3.6,0.528,5.4,G,2024-25,SR,1.148936170212766,projection,True,,0.7457027741844664,0.23858036908822952,0.015716856727304017,0.25429722581553355,OUT,0.0,0.0,0.0,1.0,0.0
1642920,Kobe Sanders,2025,50,Nevada-Reno,2.0,0.794,secondary_creator,wing,,False,0,,,,0,current_projection_fit,79.0,203.2,80.25,1.25,TBD,SF,SF,15.8,3.9,4.5,1.1,0.3,31.7,27.1,29.9,11.8,2.2,1.2,2.7,0.572,0.46,0.516,0.342,0.515,7.0,5.6,1.5,0.319,5.2,G,2024-25,SR,0.6666666666666667,projection,True,,0.754572789188884,0.23060155646271466,0.01482565434840132,0.245427210811116,OUT,0.2832,0.0,0.0,1.0,0.0
1642363,Nique Clifford,2025,24,Colorado State,1.0,0.724,secondary_creator,guard,,False,0,,,,0,current_projection_fit,77.25,202.0,80.0,2.75,TBD,SG,SG,18.9,9.6,4.4,1.2,0.6,35.4,27.7,26.8,14.1,2.0,2.0,5.4,0.603,0.496,0.564,0.377,0.565,11.1,7.2,3.8,0.365,5.0,G,2024-25,SR,0.5882352941176471,projection,True,,0.611698768128881,0.3767813117809046,0.011519920090214391,0.38830123187111903,OUT,0.0,0.0,0.0,1.0,0.0
1642877,Micah Peavy,2025,40,Georgetown,2.0,0.606,secondary_creator,wing,,False,0,,,,0,current_projection_fit,78.25,211.6,79.25,1.0,TBD,SF,SF,17.2,5.8,3.6,2.3,0.5,37.0,24.7,19.9,14.3,3.7,1.6,5.0,0.552,0.481,0.514,0.4,0.538,6.3,3.1,3.2,0.286,2.8,G,2024-25,SR,0.27450980392156865,projection,True,,0.6506718694389688,0.3378909613390611,0.01143716922197004,0.3493281305610311,OUT,0.06994022222222214,0.0,0.0,1.0,0.0
1642364,Jamir Watkins,2025,43,Florida State,2.0,0.758,secondary_creator,guard,,False,0,,,,0,current_projection_fit,77.0,214.6,83.25,6.25,TBD,SF,SF,18.4,5.7,2.4,1.2,0.5,30.9,31.1,16.3,13.9,2.2,2.0,3.9,0.555,0.427,0.496,0.321,0.49,5.6,4.0,1.6,0.398,7.7,F,2024-25,SR,0.9871794871794872,projection,True,,0.6509980707960124,0.33970770023288627,0.00929422897110132,0.3490019292039876,OUT,0.0,0.0,0.0,1.0,0.0
1642853,Rasheer Fleming,2025,31,Saint Joseph's,2.0,0.68,two_way_wing,wing,,False,0,,,,0,current_projection_fit,80.25,232.4,89.25,9.0,TBD,SF,SF,14.7,8.5,1.3,1.4,1.5,31.3,21.2,8.5,11.8,2.6,4.9,7.6,0.638,0.531,0.646,0.39,0.619,7.7,4.5,3.1,0.449,2.9,F,2024-25,JR,0.5178571428571429,projection,True,,0.5680953006163867,0.4228378106274297,0.009066888756183595,0.4319046993836133,OUT,0.400524,0.0,0.0,1.0,0.0
1643007,Taelon Peter,2025,54,Liberty,1.0,0.773,two_way_wing,guard,,False,0,,,,0,current_projection_fit,76.0,185.0,80.0,4.0,TBD,SG,SG,13.7,4.0,1.0,0.9,0.1,22.7,24.1,9.6,6.0,2.4,0.5,1.8,0.724,0.578,0.756,0.453,0.711,9.0,6.8,2.2,0.588,2.5,G,2024-25,SR,0.7352941176470589,projection,True,,0.7681359325283108,0.22574581185637657,0.006118255615312475,0.23186406747168906,OUT,0.0,0.0,0.0,1.0,0.0
1642265,Rob Dillingham,2024,8,Kentucky,0.0,0.796,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,73.0,164.2,75.0,2.0,TBD,PG,PG,15.2,2.9,3.9,1.0,0.1,23.3,30.3,29.7,13.5,2.4,0.3,1.2,0.595,0.475,0.495,0.444,0.564,6.2,5.6,0.7,0.398,3.1,G,2023-24,FR,0.4558823529411765,projection,True,,0.4324855188490381,0.4384669737502861,0.12904750740067583,0.5675144811509619,OUT,0.0,0.0,0.0,1.0,0.0
1641744,Zach Edey,2024,9,Purdue,4.0,0.706,rim_runner,center,,False,0,,,,0,current_projection_fit,87.75,299.0,94.75,7.0,TBD,C,C,25.2,12.2,2.0,0.3,2.2,32.0,33.4,14.6,10.8,0.5,6.9,18.1,0.659,0.623,0.624,0.5,0.624,16.8,13.1,3.7,0.004,11.2,C,2023-24,SR,0.8115942028985507,projection,True,,0.2242837491680424,0.6678965673749131,0.10781968345704453,0.7757162508319576,ROT+,0.0,0.7846666666666665,0.0,1.0,0.0
1642268,Isaiah Collier,2024,29,Southern California,0.0,0.673,primary_creator,small_guard,,False,0,,,,0,current_projection_fit,74.5,204.6,76.75,2.25,TBD,PG,PG,16.3,2.9,4.3,1.5,0.2,30.0,29.7,30.9,18.7,2.8,0.8,2.5,0.567,0.49,0.543,0.338,0.533,4.2,3.2,1.0,0.255,5.8,G,2023-24,FR,0.6666666666666667,projection,True,,0.40091476694871475,0.5014170050352534,0.09766822801603182,0.5990852330512852,OUT,0.0,0.0,0.0,1.0,0.0
1641737,Adem Bona,2024,41,California-Los Angeles,3.0,0.652,rim_runner,wing,,False,0,,,,0,current_projection_fit,80.25,243.2,87.75,7.5,TBD,PF,PF,12.4,5.9,1.2,1.1,1.8,26.5,25.0,11.6,19.9,2.6,8.8,8.9,0.619,0.588,0.591,0.0,0.588,6.5,1.9,4.5,0.004,4.5,F,2023-24,SO,0.576923076923077,projection,True,,0.4799722560403562,0.43330758803558755,0.08672015592405623,0.5200277439596438,OUT,0.0,0.4463499999999999,0.5536500000000001,0.6401275,0.0
1642263,Reed Sheppard,2024,3,Kentucky,0.0,0.831,secondary_creator,small_guard,,False,0,,,,0,current_projection_fit,73.75,181.6,75.25,1.5,TBD,PG,PG,12.5,4.1,4.5,2.5,0.7,28.9,18.0,24.1,18.3,4.6,2.5,1.5,0.699,0.536,0.555,0.521,0.679,11.4,6.4,5.0,0.548,2.0,G,2023-24,FR,0.5555555555555556,projection,True,,0.2759653511292006,0.6403544720387848,0.08368017683201452,0.7240346488707994,ROT+,0.0,0.0,0.0,1.0,0.0
1642267,Bub Carrington,2024,14,Pittsburgh,0.0,0.785,secondary_creator,guard,,False,0,,,,0,current_projection_fit,75.75,194.8,80.0,4.25,TBD,PG,PG,13.8,5.2,4.1,0.6,0.2,33.2,23.0,24.0,13.0,1.0,0.9,1.6,0.53,0.412,0.511,0.322,0.496,3.9,2.6,1.3,0.523,2.8,G,2023-24,FR,0.5,projection,True,,0.6173403720493409,0.3005380618317409,0.08212156611891816,0.3826596279506591,OUT,0.0,0.0,0.0,1.0,0.0
1642367,Jonathan Mogbo,2024,31,San Francisco,3.0,0.578,rim_runner,wing,,False,0,,,,0,current_projection_fit,78.25,217.2,86.0,7.75,TBD,PF,PF,14.2,10.1,3.6,1.6,0.8,28.9,22.7,24.5,13.8,3.2,3.5,14.5,0.648,0.636,0.64,0.0,0.636,11.1,7.0,4.1,0.006,3.1,F,2023-24,JR,0.3263157894736842,projection,True,,0.35784012616361427,0.5611547005785863,0.08100517325779946,0.6421598738363857,OUT,0.0,0.4442499999999998,0.0,1.0,0.0
1641747,DaRon Holmes II,2024,22,Dayton,3.0,0.671,rim_runner,wing,,False,0,,,,0,current_projection_fit,80.75,236.2,85.0,4.25,TBD,PF,PF,20.4,8.5,2.6,0.9,2.1,32.5,31.5,18.9,12.1,1.8,7.2,6.8,0.627,0.544,0.585,0.386,0.584,12.3,8.3,4.0,0.208,8.8,F,2023-24,JR,0.9166666666666667,projection,True,,0.36502037664442855,0.5568396374934367,0.07813998586213478,0.6349796233555715,OUT,0.0,0.6843869999999999,0.0,1.0,0.0
1642272,Jared McCain,2024,16,Duke,1.0,0.885,offensive_wing,small_guard,,False,0,,,,0,current_projection_fit,74.0,203.2,75.5,1.5,TBD,SG,SG,14.3,5.0,1.9,1.1,0.1,31.6,21.1,11.0,10.1,2.0,0.2,3.1,0.611,0.462,0.521,0.414,0.577,8.5,6.0,2.6,0.554,2.4,G,2023-24,FR,0.5106382978723404,projection,True,,0.5379587039136593,0.3878122583921577,0.07422903769418303,0.46204129608634076,OUT,0.0,0.0,0.0,1.0,0.0
1642345,Oso Ighodaro,2024,40,Marquette,4.0,0.616,rim_runner,forward_big,,False,0,,,,0,current_projection_fit,81.5,222.0,83.0,1.5,TBD,C,C,13.4,6.9,2.9,1.1,1.3,32.5,20.7,16.1,13.5,1.9,4.7,9.4,0.59,0.576,0.58,0.0,0.576,8.0,4.5,3.4,0.006,4.1,F,2023-24,SR,0.4361702127659574,projection,True,,0.6053942759676119,0.3245995246176674,0.0700061994147207,0.3946057240323881,OUT,0.0,0.401149438202247,0.0,1.0,0.0
1642270,Donovan Clingan,2024,7,Connecticut,4.0,0.558,rim_runner,center,,False,0,,,,0,current_projection_fit,85.75,282.0,90.75,5.0,TBD,C,C,13.0,7.4,1.5,0.5,2.5,22.5,25.1,13.5,7.3,1.4,11.4,13.8,0.637,0.639,0.65,0.25,0.643,15.0,8.8,6.2,0.027,4.0,C,2023-24,SO,0.4938271604938272,projection,True,,0.16935508293111223,0.7738455125993867,0.05679940446950104,0.8306449170688878,ROT+,0.0,0.6194636363636362,0.3805363636363638,0.7526513636363635,0.0
