experiment,position_archetype,n,actual_stars,actual_top5_stars,predicted_stars,star_false_negatives,top5_star_false_negatives,star_false_positives,out_predicted_star,out_p_star_ge_20,star_precision,star_recall,mean_p_star,actual_star_rate,mean_residual_star_signal
raw_logistic,C / rim_runner,3,0,0,1,0,0,1,0,0,0.0,0.0,0.33145953457794936,0.0,
raw_logistic,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0005787839244564999,0.0,
raw_logistic,PF / dominant_big,1,0,0,1,0,0,1,0,0,0.0,0.0,0.9192399529496527,0.0,
raw_logistic,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.007281262607732152,0.0,
raw_logistic,PF / rim_runner,5,0,0,2,0,0,2,0,0,0.0,0.0,0.24284309984103514,0.0,
raw_logistic,PF / stretch_big,4,1,1,1,1,1,1,1,1,0.0,0.0,0.12845016303477136,0.25,
raw_logistic,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.8928497842488975,1.0,
raw_logistic,PG / secondary_creator,8,2,1,3,1,0,2,0,0,0.3333333333333333,0.5,0.31349566421467967,0.25,
raw_logistic,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.02839239085962776,0.0,
raw_logistic,SF / rim_runner,1,0,0,1,0,0,1,1,1,0.0,0.0,0.5237620136513831,0.0,
raw_logistic,SF / secondary_creator,4,0,0,2,0,0,2,0,0,0.0,0.0,0.5092336245517717,0.0,
raw_logistic,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.16617904126438718,0.0,
raw_logistic,SG / offensive_wing,5,0,0,1,0,0,1,0,0,0.0,0.0,0.1513736433959619,0.0,
raw_logistic,SG / secondary_creator,7,0,0,1,0,0,1,0,0,0.0,0.0,0.11755853010652259,0.0,
raw_logistic,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.026726781691112925,0.0,
season_residual_random_forest,C / rim_runner,3,0,0,2,0,0,2,0,0,0.0,0.0,0.3307411769460904,0.0,
season_residual_random_forest,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.09434733050056299,0.0,
season_residual_random_forest,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.2710396285958637,0.0,
season_residual_random_forest,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.05732868988810956,0.0,
season_residual_random_forest,PF / rim_runner,5,0,0,1,0,0,1,0,0,0.0,0.0,0.13297046121491687,0.0,
season_residual_random_forest,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.1339270556442844,0.25,
season_residual_random_forest,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.40910993229734927,1.0,
season_residual_random_forest,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.1725384392754382,0.25,
season_residual_random_forest,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.12234587059289599,0.0,
season_residual_random_forest,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1573542065207698,0.0,
season_residual_random_forest,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.1431259880258076,0.0,
season_residual_random_forest,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.1623989666989759,0.0,
season_residual_random_forest,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.1398108177894414,0.0,
season_residual_random_forest,SG / secondary_creator,7,0,0,1,0,0,1,0,0,0.0,0.0,0.1609719766788968,0.0,
season_residual_random_forest,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.12365458232370956,0.0,
segment_residual_internal_two_stage,C / rim_runner,3,0,0,1,0,0,1,0,0,0.0,0.0,0.2479832769748976,0.0,0.41177255505414073
segment_residual_internal_two_stage,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06251511823527861,0.0,0.0
segment_residual_internal_two_stage,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.2536681930952172,0.0,0.13626892456128947
segment_residual_internal_two_stage,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.02894166388787035,0.0,0.46499310493343626
segment_residual_internal_two_stage,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.08213862354324362,0.0,0.29679247039108864
segment_residual_internal_two_stage,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.08615823588720978,0.25,0.30201851021296217
segment_residual_internal_two_stage,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.37799398903145653,1.0,0.0
segment_residual_internal_two_stage,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.1878884415100433,0.25,0.3670143192827856
segment_residual_internal_two_stage,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08761928682811893,0.0,0.2385122594076133
segment_residual_internal_two_stage,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.16157884402704079,0.0,0.5331483604227439
segment_residual_internal_two_stage,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.11141712946892073,0.0,0.23219970144795932
segment_residual_internal_two_stage,SF / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10751044820294033,0.0,0.0
segment_residual_internal_two_stage,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.10044587650159871,0.0,0.17788176941027636
segment_residual_internal_two_stage,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.12442547414805302,0.0,0.16829787375969252
segment_residual_internal_two_stage,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10846479401503084,0.0,0.13010174687826812
segment_residual_internal_two_stage_boost,C / rim_runner,3,0,0,1,0,0,1,0,0,0.0,0.0,0.2481530591749053,0.0,0.41177255505414073
segment_residual_internal_two_stage_boost,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06251511823527861,0.0,0.0
segment_residual_internal_two_stage_boost,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.2536681930952172,0.0,0.13626892456128947
segment_residual_internal_two_stage_boost,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.02894166388787035,0.0,0.46499310493343626
segment_residual_internal_two_stage_boost,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.08357676343793577,0.0,0.29679247039108864
segment_residual_internal_two_stage_boost,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.08966353424252516,0.25,0.30201851021296217
segment_residual_internal_two_stage_boost,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.37799398903145653,1.0,0.0
segment_residual_internal_two_stage_boost,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.18980847374229423,0.25,0.3670143192827856
segment_residual_internal_two_stage_boost,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0886930392364995,0.0,0.2385122594076133
segment_residual_internal_two_stage_boost,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1625732948397231,0.0,0.5331483604227439
segment_residual_internal_two_stage_boost,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.11141712946892073,0.0,0.23219970144795932
segment_residual_internal_two_stage_boost,SF / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10751044820294033,0.0,0.0
segment_residual_internal_two_stage_boost,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.10044587650159871,0.0,0.17788176941027636
segment_residual_internal_two_stage_boost,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.12442547414805302,0.0,0.16829787375969252
segment_residual_internal_two_stage_boost,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10846479401503084,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.19153946406404576,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06251511823527861,0.0,0.0
segment_residual_internal_two_stage_failure_cap,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1713626892456129,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.02894166388787035,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.07960066651515568,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.08615823588720978,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.37799398903145653,1.0,0.0
segment_residual_internal_two_stage_failure_cap,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.1878884415100433,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08761928682811893,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.16157884402704079,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.11141712946892073,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap,SF / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10751044820294033,0.0,0.0
segment_residual_internal_two_stage_failure_cap,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.10044587650159871,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.12305420562655152,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10846479401503084,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.19153946406404576,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06251511823527861,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1713626892456129,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.02894166388787035,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.07960066651515568,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.08615823588720978,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap_combo_lift,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.37799398903145653,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.1878884415100433,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08761928682811893,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.16157884402704079,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.11141712946892073,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift,SF / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10751044820294033,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.10044587650159871,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.12305420562655152,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10846479401503084,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.1608954979286829,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06245870401580697,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1670583422876099,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.007636841872400888,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.06687668954355996,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.1094467498577267,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.5587541885092014,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.18612572625476315,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08948990259427196,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.05978135044942979,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.06870578044395012,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.1146217420991556,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.11637974316864844,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.09976402041679329,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot,SG / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.13620474430328738,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.17371956660965338,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.10624860217364683,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1713626892456129,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0165288376469106,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.07363627063051144,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.09005998731364909,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.32129551063063666,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.21207394856451342,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08488105663448277,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0674068086015135,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.10174341315059068,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.11688329263047877,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SG / offensive_wing,5,0,0,1,0,0,1,0,0,0.0,0.0,0.11105889858951701,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.13397140204891786,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_interactions,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.11665796567715386,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.16086499545293517,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.09284666030521443,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.154524961964093,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.010677490231927503,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.05708894941960718,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.11701254555064514,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.43845750547673173,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.18780360290704667,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.07937910200736815,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.03130097204629719,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.08546517543521238,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.13463767170515384,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SG / offensive_wing,5,0,0,1,0,0,1,0,0,0.0,0.0,0.11975015789231469,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.10190880097573694,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift_box_shot_usagepct_scores,SG / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.1575566780113081,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.19153946406404576,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0661159141202625,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1713626892456129,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.030392508673095862,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.07904694314858375,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,PF / stretch_big,4,1,1,0,1,1,0,0,1,0.0,0.0,0.08930916222378663,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.33082303108575073,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.18819509392335124,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08510462255598299,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1332205097184123,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.11242454825758555,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SF / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10661577339397088,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.09967178013533926,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.12467003502913956,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_interactions,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.11066341983876947,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.19153946406404576,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06665894519078008,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1713626892456129,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.029639054880835833,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.08133871874836984,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,PF / stretch_big,4,1,1,0,1,1,0,0,1,0.0,0.0,0.0895989423004542,0.25,0.30201851021296217
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.3608910799840128,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.18966096838722735,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0885732690675594,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.14613930545649728,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.1152141977024892,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SF / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.10633713173242616,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.10023102592286223,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.12463446647759228,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift_full_shot_usagepct_scores,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.11198098370713282,0.0,0.13010174687826812
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,C / rim_runner,3,0,0,0,0,0,0,0,0,0.0,0.0,0.15673205059836923,0.0,0.41177255505414073
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.06342341957496048,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1713626892456129,0.0,0.13626892456128947
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.008733448745732088,0.0,0.46499310493343626
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,PF / rim_runner,5,0,0,0,0,0,0,0,0,0.0,0.0,0.06660450355152724,0.0,0.29679247039108864
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.11848603863906304,0.25,0.30201851021296217
