source_dataset,player_id,player_name,draft_year,pick_number,college,college_year_season,college_year_team,college_year_class_year,college_season_number,college_season_count,college_year_age,college_year_pos,ast_pct_actual,ast_pct_expected,ast_pct_deviation,tov_pct_actual,tov_pct_expected,tov_pct_deviation,stl_pct_actual,stl_pct_expected,stl_pct_deviation,blk_pct_actual,blk_pct_expected,blk_pct_deviation,orb_pct_actual,orb_pct_expected,orb_pct_deviation,drb_pct_actual,drb_pct_expected,drb_pct_deviation,ts_pct_actual,ts_pct_expected,ts_pct_deviation,ws_per_40_actual,ws_per_40_expected,ws_per_40_deviation,bpm_actual,bpm_expected,bpm_deviation,ftr_actual,ftr_expected,ftr_deviation
projection,1641735,Amari Bailey,2023,41,California-Los Angeles,2022-23,UCLA,FR,1,1,18.7,G,15.2,22.18709798695929,-6.9870979869592915,19.4,15.457066174162488,-3.9429338258375104,2.5,2.6234477550156328,-0.12344775501563277,1.4,1.6613931767348882,-0.26139317673488827,3.6,4.439281185786508,-0.8392811857865081,13.2,12.047758283409387,1.1522417165906127,0.553,0.5449090547561563,0.008090945243843795,0.136,0.1466371217830908,-0.010637121783090786,5.0,5.752180529977743,-0.7521805299777427,0.231,0.43815754965907233,-0.20715754965907232
projection,1641713,GG Jackson,2023,45,South Carolina,2022-23,South Carolina,FR,1,1,17.9,F,6.6,12.150412279588624,-5.550412279588624,14.2,13.044004264457671,-1.1559957355423283,1.4,1.7808770686338697,-0.38087706863386983,2.8,4.2067979641651165,-1.4067979641651167,5.4,6.814439683192551,-1.4144396831925503,17.0,19.627637165996482,-2.6276371659964823,0.474,0.5599602455717976,-0.0859602455717976,0.04,0.19448788351155186,-0.15448788351155185,-0.1,7.695914318240913,-7.7959143182409125,0.269,0.3288608419050138,-0.059860841905013784
projection,1641754,Seth Lundy,2023,46,Penn State,2022-23,Penn St.,SR,4,4,22.6,F,5.4,13.972303632252332,-8.572303632252332,6.9,12.306231517320374,5.406231517320373,1.5,1.9679565479836956,-0.46795654798369557,2.0,1.5238193732588143,0.47618062674118566,3.7,5.13744733872391,-1.43744733872391,19.3,14.051168975711205,5.248831024288796,0.609,0.6046535331287615,0.004346466871238519,0.168,0.18051500886281394,-0.012515008862813926,7.7,8.049049307161608,-0.3490493071616081,0.297,0.2656128000553043,0.03138719994469569
projection,1641757,Jordan Miller,2023,48,Miami (FL),2022-23,Miami (FL),SR,5,5,22.8,G,14.1,21.741412386262724,-7.641412386262724,9.6,13.654982055703258,4.054982055703258,2.0,2.2438316998768855,-0.24383169987688547,1.3,1.3625870595229734,-0.06258705952297339,7.2,3.8755822275951344,3.324417772404866,14.0,14.353563621667469,-0.3535636216674689,0.616,0.5778950919085697,0.0381049080914303,0.186,0.17154900738973536,0.01445099261026464,7.6,7.136226215017498,0.4637737849825019,0.313,0.3540901588873613,-0.04109015888736128
projection,1641734,Emoni Bates,2023,49,Eastern Michigan,2022-23,Eastern Mich.,SO,2,2,18.8,F,9.2,12.992792571643557,-3.7927925716435578,12.2,12.868014712181393,0.6680147121813942,1.2,1.5511381081685274,-0.3511381081685274,1.8,6.359337853959469,-4.5593378539594696,2.3,6.529020989363784,-4.229020989363784,18.1,20.532236866012227,-2.432236866012225,0.528,0.5780326253878144,-0.05003262538781439,0.07,0.19984110470170338,-0.12984110470170337,-0.7,7.5812211742904125,-8.281221174290412,0.308,0.30271030490819223,0.005289695091807767
projection,1641749,Keyontae Johnson,2023,50,Kansas State,2022-23,Kansas St.,SR,5,5,22.5,F,13.5,19.486784053383285,-5.9867840533832855,16.7,13.113334593050801,-3.586665406949198,1.7,2.461161438363101,-0.7611614383631011,0.6,1.8905236257080669,-1.290523625708067,5.4,5.631008951576403,-0.23100895157640267,17.8,14.919630790638953,2.8803692093610476,0.593,0.5737664247462879,0.019233575253712054,0.145,0.1770408572524823,-0.03204085725248232,5.7,8.112867810345545,-2.4128678103455448,0.33,0.38928790564495785,-0.05928790564495784
projection,1630592,Jalen Wilson,2023,51,Kansas,2022-23,Kansas,JR,4,4,22.0,F,12.5,17.89667316090779,-5.396673160907788,11.1,11.59234176482648,0.49234176482648095,1.5,2.1417519165993557,-0.6417519165993557,1.4,1.749706540914113,-0.34970654091411313,5.2,5.040230273936258,0.1597697260637423,20.8,15.075677221639069,5.724322778360932,0.54,0.5601009315450846,-0.02010093154508452,0.168,0.1964942103457525,-0.028494210345752502,7.3,10.541667618185752,-3.241667618185752,0.346,0.3323796149909556,0.013620385009044389
projection,1641739,Toumani Camara,2023,52,Dayton,2022-23,Dayton,SR,4,4,22.5,F,13.4,11.669431159697288,1.7305688403027126,15.4,14.667789625713443,-0.7322103742865576,2.6,1.9122233493386347,0.6877766506613654,3.2,2.7450954591043946,0.4549045408956056,10.2,9.191380799520035,1.0086192004799646,23.2,20.309457929126577,2.8905420708734226,0.609,0.5874137011539289,0.021586298846071106,0.216,0.18522095491951548,0.030779045080484513,7.1,6.262123234678745,0.8378767653212549,0.408,0.47242695886767055,-0.06442695886767058
projection,1641740,Jaylen Clark,2023,53,California-Los Angeles,2022-23,UCLA,JR,3,3,21.1,G,11.4,18.946977463922508,-7.546977463922508,9.5,14.662818935464655,5.162818935464655,5.1,2.345910369421671,2.7540896305783287,1.1,1.2531864304166749,-0.1531864304166748,7.4,4.470045582959429,2.9299544170405714,16.1,13.229541470904918,2.8704585290950835,0.55,0.5440418325544678,0.005958167445532236,0.223,0.14085976151591115,0.08214023848408886,11.9,6.058862134876632,5.841137865123368,0.312,0.4023721063234988,-0.09037210632349879
projection,1641771,Jalen Slawson,2023,54,Furman,2022-23,Furman,SR,5,5,23.1,F,19.9,11.945663056110126,7.954336943889873,17.8,14.073379953188693,-3.7266200468113073,2.9,2.0817368953423445,0.8182631046576554,5.3,2.5305209394683392,2.7694790605316606,6.9,8.350838443623037,-1.4508384436230362,20.2,22.669933500174505,-2.4699335001745055,0.654,0.6104619964706502,0.04353800352934978,0.22,0.2000059845743007,0.019994015425699313,7.6,7.396511127683764,0.20348887231623536,0.499,0.467728123644454,0.03127187635554601
projection,1631209,Isaiah Wong,2023,55,Miami (FL),2022-23,Miami (FL),SR,4,4,21.8,G,17.1,23.26801332267158,-6.16801332267158,13.0,14.014110041025226,1.0141100410252264,2.4,2.326264576446498,0.07373542355350171,1.2,1.20906349964157,-0.009063499641569939,3.9,3.020078841600223,0.8799211583997768,11.5,12.057616055158935,-0.5576160551589346,0.578,0.5868731022740733,-0.008873102274073341,0.165,0.17510182317267192,-0.010101823172671914,6.1,7.4432368404172085,-1.3432368404172088,0.42,0.3858926536435932,0.034107346356406776
projection,1631218,Trayce Jackson-Davis,2023,57,Indiana,2022-23,Indiana,SR,4,4,22.7,F,24.8,11.591438661935719,13.208561338064282,12.8,12.597100823471058,-0.20289917652894296,1.4,1.721127172941943,-0.32112717294194315,9.0,3.6005699291103275,5.3994300708896725,10.1,10.681143468108022,-0.5811434681080225,24.8,22.969143006992063,1.830856993007938,0.608,0.5885794967579082,0.01942050324209177,0.261,0.2111403865039316,0.049859613496068406,16.0,8.092389252894314,7.907610747105686,0.466,0.4914793691430832,-0.025479369143083186
projection,1641753,Chris Livingston,2023,58,Kentucky,2022-23,Kentucky,FR,1,1,19.1,F,5.5,9.49310312965491,-3.9931031296549104,12.9,18.220729826942126,5.3207298269421255,1.2,2.0602657940551863,-0.8602657940551863,1.7,2.641155745650224,-0.9411557456502242,5.7,6.958985114261088,-1.2589851142610877,16.2,14.573858644464789,1.6261413555352107,0.513,0.5157634123014136,-0.002763412301413637,0.1,0.12295410703146602,-0.02295410703146601,2.6,4.510512915622948,-1.9105129156229483,0.293,0.3543202933129199,-0.06132029331291994
projection,1642263,Reed Sheppard,2024,3,Kentucky,2023-24,Kentucky,FR,1,1,19.4,G,24.1,18.174349535522857,5.925650464477144,18.3,13.919204229596646,-4.380795770403354,4.6,2.0532227725836587,2.546777227416341,2.5,0.931234650860142,1.5687653491398579,1.5,2.09258590931443,-0.5925859093144301,13.3,9.91490840982996,3.38509159017004,0.699,0.5619129163061484,0.13708708369385159,0.188,0.13552026956457516,0.05247973043542484,11.4,6.869438586453269,4.530561413546732,0.247,0.19178297928659055,0.05521702071340945
projection,1642264,Stephon Castle,2024,4,Connecticut,2023-24,UConn,FR,1,1,19.0,G,18.4,16.028533703362516,2.3714662966374824,13.0,15.798044740642101,2.7980447406421014,1.8,2.1019697985048342,-0.3019697985048342,2.1,1.3806320473923184,0.7193679526076817,7.8,4.611042361454378,3.188957638545622,12.0,12.933079086556928,-0.9330790865569281,0.551,0.5481345274614733,0.0028654725385267588,0.186,0.1532277174066139,0.032772282593386104,6.5,5.965852265154611,0.5341477348453889,0.379,0.40615092700875755,-0.02715092700875754
projection,1642270,Donovan Clingan,2024,7,Connecticut,2023-24,UConn,SO,2,2,19.7,C,13.5,8.433805903367796,5.066194096632204,7.3,15.15925774060912,7.859257740609119,1.4,1.5518536433726045,-0.15185364337260454,11.4,8.470882989819428,2.9291170101805726,13.8,12.010729985627304,1.789270014372697,23.5,20.670549328069402,2.829450671930598,0.637,0.5823508854521834,0.054649114547816624,0.302,0.20272130124171997,0.09927869875828002,15.0,9.038855594696322,5.961144405303678,0.478,0.496235091930956,-0.018235091930956016
projection,1642265,Rob Dillingham,2024,8,Kentucky,2023-24,Kentucky,FR,1,1,18.9,G,29.7,22.541094378517403,7.158905621482596,13.5,15.661678545260326,2.161678545260326,2.4,3.169993708303227,-0.7699937083032271,0.3,1.3832274247827785,-1.0832274247827784,1.2,2.9801170504355894,-1.7801170504355894,11.8,9.428313945925762,2.371686054074239,0.595,0.533865316992342,0.06113468300765801,0.174,0.13881496131505178,0.03518503868494821,6.2,6.538186745428302,-0.3381867454283016,0.271,0.3399110339536982,-0.06891103395369819
projection,1641744,Zach Edey,2024,9,Purdue,2023-24,Purdue,SR,4,4,21.5,C,14.6,11.83162490051869,2.768375099481309,10.8,11.290817469820647,0.4908174698206462,0.5,1.5644569621784217,-1.0644569621784217,6.9,5.665970912854129,1.2340290871458715,18.1,11.394568940161761,6.70543105983824,25.4,27.23209006962552,-1.8320900696255222,0.659,0.6402537177093809,0.018746282290619143,0.336,0.29036801791472044,0.04563198208527958,16.8,12.887938162498756,3.912061837501245,0.809,0.5778043561620729,0.23119564383792712
projection,1642262,Cody Williams,2024,10,Colorado,2023-24,Colorado,FR,1,1,19.0,F,10.2,12.105032521098153,-1.9050325210981534,17.2,15.215835041198515,-1.9841649588014842,1.3,1.8777757527277052,-0.5777757527277052,2.4,2.8413233407623397,-0.4413233407623398,3.2,9.388551804785477,-6.188551804785477,9.1,18.732500588023598,-9.632500588023598,0.62,0.5613202487014979,0.058679751298502114,0.118,0.16121957154767244,-0.04321957154767245,3.9,5.886055105076762,-1.9860551050767623,0.397,0.3860999690281716,0.0109000309718284
projection,1642269,Devin Carter,2024,13,Providence,2023-24,Providence,JR,3,3,21.7,G,23.3,24.81033557957272,-1.5103355795727182,14.1,13.50775156934397,-0.5922484306560296,2.9,2.3919334505721843,0.5080665494278156,2.8,0.8915870983167685,1.9084129016832314,3.4,2.8019158031162537,0.5980841968837463,23.7,11.021706793843379,12.67829320615662,0.597,0.5688903126577606,0.028109687342239398,0.206,0.1685796984130188,0.037420301586981175,12.3,8.582349518595407,3.7176504814045934,0.369,0.33982209781441236,0.029177902185587634
projection,1642267,Bub Carrington,2024,14,Pittsburgh,2023-24,Pitt,FR,1,1,18.3,G,24.0,17.80056312183884,6.199436878161158,13.0,12.687321760727658,-0.3126782392723424,1.0,1.9885941793143482,-0.9885941793143482,0.9,1.167100073479264,-0.267100073479264,1.6,3.0685601842174752,-1.4685601842174751,16.8,13.86842553249511,2.931574467504891,0.53,0.5656883322240421,-0.03568833222404211,0.133,0.15925667090826243,-0.02625667090826242,3.9,7.948289500690618,-4.048289500690618,0.241,0.29075768499003446,-0.04975768499003447
projection,1642276,Kel'el Ware,2024,15,Indiana,2023-24,Indiana,SO,2,2,19.6,C,9.9,11.332248152699236,-1.4322481526992359,10.9,14.281991357035867,3.381991357035867,1.1,1.5881636965241377,-0.4881636965241376,6.5,5.220845239454811,1.2791547605451887,7.9,10.103652350622133,-2.203652350622132,26.0,22.61461353051333,3.3853864694866687,0.621,0.5751004990313844,0.045899500968615614,0.175,0.19792935341682627,-0.02292935341682628,8.5,7.658456216906194,0.8415437830938064,0.417,0.4438384974206714,-0.026838497420671403
projection,1642272,Jared McCain,2024,16,Duke,2023-24,Duke,FR,1,1,19.7,G,11.0,17.028343460213257,-6.028343460213257,10.1,12.719868515590427,2.6198685155904275,2.0,2.2158418882811444,-0.21584188828114437,0.2,0.6196049517688565,-0.41960495176885654,3.1,2.515212758095707,0.584787241904293,15.2,9.663025135726992,5.536974864273008,0.611,0.5864351771023926,0.02456482289760742,0.182,0.17995212930510418,0.0020478706948958147,8.5,7.883095867617525,0.6169041323824747,0.23,0.22260701475785558,0.007392985242144434
projection,1642261,Dalton Knecht,2024,17,Tennessee,2023-24,Tennessee,SR,3,3,22.6,G,13.4,16.44950456797329,-3.0495045679732886,8.3,11.97223536335761,3.6722353633576095,1.3,1.8481198853687038,-0.5481198853687037,2.4,1.0709884229767899,1.32901157702321,2.8,3.9951299717471374,-1.1951299717471375,14.3,15.023291092110266,-0.7232910921102658,0.578,0.5814885956646556,-0.003488595664655647,0.207,0.2243148201150868,-0.01731482011508681,11.3,8.87071516787112,2.4292848321288805,0.357,0.30425174990654136,0.052748250093458626
projection,1641783,Tristan da Silva,2024,18,Colorado,2023-24,Colorado,SR,4,4,22.5,F,13.4,11.339555296422725,2.060444703577275,12.0,12.816827846651103,0.816827846651103,2.0,1.7678688538369995,0.23213114616300046,1.7,3.381726368967126,-1.6817263689671262,3.6,5.700553284941414,-2.1005532849414137,13.7,16.51798758880533,-2.8179875888053303,0.606,0.5914220913301509,0.014577908669849093,0.164,0.18207144024003033,-0.018071440240030323,7.1,7.921810321273778,-0.8218103212737784,0.258,0.31457709137577444,-0.056577091375774435
projection,1642266,Ja'Kobe Walter,2024,19,Baylor,2023-24,Baylor,FR,1,1,19.2,G,8.1,14.926154653932642,-6.826154653932642,9.1,11.71387455168718,2.6138745516871804,2.0,2.00629836221194,-0.006298362211940134,0.8,0.9587799492953009,-0.15877994929530082,5.3,3.068723409578182,2.231276590421818,12.0,12.564701058159777,-0.5647010581597769,0.541,0.5818424980350929,-0.04084249803509288,0.149,0.17102077799587392,-0.02202077799587393,5.8,8.721165638882457,-2.9211656388824574,0.478,0.27061977677569315,0.20738022322430683
projection,1642281,Jaylon Tyson,2024,20,California,2023-24,Cal,JR,3,3,21.0,G,23.6,21.069599005043266,2.530400994956736,15.0,13.72476683428406,-1.2752331657159406,2.0,2.5893326300828887,-0.5893326300828887,1.5,1.3488480937718774,0.15115190622812258,5.2,4.3209672013504274,0.8790327986495727,17.0,14.829247206919943,2.170752793080057,0.557,0.5500838016485574,0.006916198351442637,0.133,0.16765874142106735,-0.03465874142106734,6.8,7.497041149633373,-0.6970411496333728,0.298,0.3811649832420004,-0.08316498324200039
projection,1642274,Yves Missi,2024,21,Baylor,2023-24,Baylor,FR,1,1,19.5,F,3.4,7.910157892667847,-4.510157892667847,11.7,16.058889822515624,4.358889822515625,1.5,1.7603863082328688,-0.2603863082328688,7.3,7.5026869290489575,-0.2026869290489577,14.6,12.046757424269357,2.5532425757306427,16.4,22.657098580266965,-6.257098580266966,0.622,0.5894219637355244,0.03257803626447564,0.191,0.19827467903022042,-0.007274679030220416,7.4,8.365427665459666,-0.9654276654596661,0.605,0.5608418060492625,0.0441581939507375
projection,1641747,DaRon Holmes II,2024,22,Dayton,2023-24,Dayton,JR,3,3,21.2,F,18.9,15.006977084591544,3.893022915408455,12.1,14.894066499966105,2.794066499966105,1.8,1.5127672527195393,0.2872327472804608,7.2,3.6517890201382954,3.5482109798617048,6.8,9.194938528415467,-2.3949385284154667,23.7,23.36771566423889,0.33228433576110916,0.627,0.5663692629236967,0.06063073707630329,0.26,0.215866249030932,0.04413375096906802,12.3,6.141914702819272,6.158085297180729,0.724,0.496940537218378,0.22705946278162198
projection,1642273,Kyshawn George,2024,24,Miami (FL),2023-24,Miami (FL),FR,1,1,19.9,G,16.3,10.213183796698928,6.086816203301073,19.1,12.58055540248469,-6.519444597515312,2.2,1.7256475185643694,0.4743524814356308,1.8,1.8534105914068628,-0.05341059140686277,2.2,4.789320329669639,-2.589320329669639,12.1,13.496894968414447,-1.396894968414447,0.582,0.5480758574725206,0.03392414252747933,0.097,0.13656365239912946,-0.039563652399129456,3.6,5.1040136130001805,-1.5040136130001804,0.142,0.20108511448568145,-0.05908511448568146
projection,1641794,Dillon Jones,2024,26,Weber State,2023-24,Weber St.,SR,4,4,22.0,F,30.3,19.40970902067978,10.89029097932022,14.8,13.434200196358471,-1.3657998036415293,3.2,2.6942073066456453,0.5057926933543548,0.3,1.79085838552169,-1.49085838552169,2.7,7.085780600822294,-4.385780600822294,31.1,21.577351488413733,9.522648511586269,0.597,0.5749568721137426,0.022043127886257396,0.23,0.19482661444165947,0.03517338555834054,7.7,6.970970478683145,0.7290295213168552,0.477,0.44460877779152513,0.032391222208474846
projection,1630545,Terrence Shannon Jr.,2024,27,Illinois,2023-24,Illinois,SR,5,5,23.3,G,12.9,18.525263517142854,-5.625263517142853,9.8,12.884168213866623,3.084168213866622,1.7,2.366600905985089,-0.6666009059850893,2.3,1.1324686623963431,1.1675313376036567,2.7,3.5414398795976214,-0.8414398795976212,9.9,14.427680926456368,-4.527680926456368,0.622,0.5838241690215067,0.03817583097849331,0.235,0.20159986306804356,0.033400136931956426,11.5,8.819123309392799,2.6808766906072012,0.599,0.3230989002280863,0.2759010997719137
projection,1642346,Ryan Dunn,2024,28,Virginia,2023-24,Virginia,SO,2,2,20.8,G,6.0,17.005382928919126,-11.005382928919126,10.3,17.717464692372342,7.4174646923723415,3.1,2.7999158463599123,0.3000841536400878,10.4,1.9412051016494039,8.458794898350597,9.6,7.146616813051715,2.453383186948285,20.8,16.280903135207797,4.519096864792203,0.564,0.5561761411474633,0.00782385885253667,0.179,0.15495632092387623,0.02404367907612376,7.2,7.226311869841228,-0.02631186984122813,0.37,0.45769058455340667,-0.08769058455340667
projection,1642268,Isaiah Collier,2024,29,Southern California,2023-24,USC,FR,1,1,19.1,G,30.9,23.751135889799126,7.148864110200872,18.7,16.37068249915163,-2.3293175008483686,2.8,3.1574888506605037,-0.35748885066050384,0.8,1.1052872625484191,-0.3052872625484191,2.5,4.103840586591038,-1.603840586591038,8.6,13.647587376301269,-5.047587376301269,0.567,0.5464797216213824,0.020520278378617585,0.11,0.15248149284373447,-0.04248149284373447,4.2,6.059799877739871,-1.8597998777398708,0.497,0.46287577058066787,0.03412422941933213
projection,1631248,Baylor Scheierman,2024,30,Creighton,2023-24,Creighton,SR,5,5,23.1,G,19.9,17.539592645909384,2.360407354090615,12.6,12.401517948566529,-0.19848205143347109,1.5,2.1522529498016496,-0.6522529498016496,0.3,1.0713740684724402,-0.7713740684724402,2.6,2.6109511940570647,-0.010951194057064573,23.3,12.080104046410982,11.219895953589019,0.596,0.6010540527056452,-0.0050540527056451845,0.191,0.19595557358270524,-0.004955573582705236,9.8,9.032459531694972,0.7675404683050289,0.231,0.26849917242395943,-0.03749917242395942
projection,1642367,Jonathan Mogbo,2024,31,San Francisco,2023-24,San Francisco,JR,2,2,22.0,F,24.5,9.613185734807415,14.886814265192585,13.8,14.764257632969779,0.9642576329697778,3.2,2.205119425713134,0.9948805742868663,3.5,5.697534100181474,-2.197534100181474,14.5,11.354372231190418,3.1456277688095824,29.3,20.746384267765876,8.553615732234125,0.648,0.5734080978543971,0.07459190214560296,0.283,0.1891615581467471,0.09383844185325288,11.1,5.705189849582745,5.394810150417254,0.321,0.5199447096774121,-0.19894470967741212
projection,1642271,Kyle Filipowski,2024,32,Duke,2023-24,Duke,SO,2,2,20.0,C,18.4,10.377820716240441,8.022179283759558,12.9,13.014501172245796,0.11450117224579515,2.2,1.7173044736202445,0.48269552637975566,5.3,4.170658868899361,1.129341131100639,8.8,7.923716046830449,0.8762839531695521,22.7,20.1790184126303,2.5209815873697003,0.573,0.6026262270809277,-0.02962622708092777,0.217,0.2273904267273471,-0.010390426727347107,11.1,7.507920388413535,3.592079611586465,0.383,0.4369209760337555,-0.05392097603375551
projection,1642278,Tyler Kolek,2024,34,Marquette,2023-24,Marquette,SR,4,4,22.6,G,42.1,23.81097990001242,18.28902009998758,18.4,14.521699410103107,-3.8783005898968916,2.8,2.5703319158698297,0.22966808413017015,0.6,0.6433429592283622,-0.04334295922836218,2.6,2.289757588240242,0.310242411759758,14.8,10.503385074835153,4.296614925164848,0.6,0.5685198614614015,0.031480138538598434,0.2,0.1737468668590396,0.026253133140960422,10.1,7.585081026506043,2.5149189734939563,0.268,0.3829127349395664,-0.11491273493956639
projection,1642277,Johnny Furphy,2024,35,Kansas,2023-24,Kansas,FR,1,1,18.9,G,7.1,10.296460145085696,-3.1964601450856964,10.3,12.78043064141377,2.4804306414137685,2.1,1.5944470998439009,0.5055529001560992,1.6,2.318690147703461,-0.7186901477034611,6.8,4.25960541269694,2.5403945873030596,15.9,11.174674376146788,4.725325623853212,0.609,0.5522074653379995,0.056792534662000516,0.156,0.14216237365121742,0.013837626348782578,6.6,6.8027018283173435,-0.20270182831734385,0.393,0.2476494335345252,0.1453505664654748
projection,1642349,Ajay Mitchell,2024,38,California-Santa Barbara,2023-24,UCSB,JR,3,3,21.4,G,28.2,22.65471113176355,5.545288868236451,13.5,15.302749514472618,1.8027495144726178,2.2,2.739632443602249,-0.5396324436022488,1.2,1.2286908079915466,-0.028690807991546663,1.0,4.5899438375198205,-3.5899438375198205,13.4,14.697913879158717,-1.2979138791587168,0.612,0.5574441535237118,0.054555846476288195,0.198,0.15753808364580707,0.04046191635419294,5.0,5.327060875165652,-0.3270608751656523,0.473,0.45529433732728664,0.01770566267271334
projection,1642377,Jaylen Wells,2024,39,Washington State,2023-24,Washington St.,JR,1,1,20.2,F,7.9,15.066549437051734,-7.166549437051733,5.9,13.499466503498352,7.599466503498352,1.0,2.0469711429826165,-1.0469711429826165,0.6,2.2119000779138887,-1.6119000779138886,5.0,6.157846744138401,-1.1578467441384008,13.2,15.681681742923148,-2.481681742923149,0.585,0.57018263549213,0.014817364507869968,0.181,0.1559070006816604,0.02509299931833958,7.3,6.580071584767301,0.7199284152326992,0.304,0.2200886409482979,0.0839113590517021
projection,1642345,Oso Ighodaro,2024,40,Marquette,2023-24,Marquette,SR,4,4,21.3,F,16.1,9.224895541437443,6.875104458562559,13.5,13.332984737413199,-0.16701526258680133,1.9,1.631405242710599,0.26859475728940096,4.7,6.665805458836795,-1.9658054588367948,9.4,11.115246341012517,-1.7152463410125165,15.3,22.196467569858584,-6.896467569858583,0.59,0.6187490177652682,-0.02874901776526828,0.177,0.2035314458987689,-0.026531445898768907,8.0,9.003743356742715,-1.0037433567427154,0.429,0.48770970499209243,-0.05870970499209244
projection,1641737,Adem Bona,2024,41,California-Los Angeles,2023-24,UCLA,SO,2,2,20.6,F,11.6,6.487706150083032,5.112293849916967,19.9,15.714201463520787,-4.185798536479211,2.6,1.6684218125809858,0.9315781874190143,8.8,6.344828980361773,2.455171019638228,8.9,11.206199858283616,-2.306199858283616,18.1,20.467690757980147,-2.367690757980146,0.619,0.5883425542999149,0.030657445700085106,0.165,0.20075514753131107,-0.035755147531311066,6.5,6.835522645503685,-0.33552264550368527,0.569,0.5256032115132402,0.04339678848675976
projection,1642354,KJ Simpson,2024,42,Colorado,2023-24,Colorado,JR,3,3,21.3,G,27.1,29.466771132696653,-2.366771132696652,11.9,13.210242521568233,1.3102425215682327,2.7,2.9606618346808715,-0.26066183468087134,0.2,0.6381786006424318,-0.4381786006424318,2.8,2.7107412604833483,0.08925873951665153,16.2,10.011381533796882,6.188618466203117,0.606,0.5627749536055603,0.04322504639443969,0.221,0.19207675779397024,0.028923242206029764,10.1,8.55641641143066,1.543583588569339,0.363,0.36206887648626235,0.0009311235137376417
projection,1641796,Pelle Larsson,2024,44,Arizona,2023-24,Arizona,SR,4,4,22.7,G,20.1,16.7621632235117,3.3378367764883023,15.6,13.859152984140753,-1.7408470158592468,1.7,2.3506228558630524,-0.6506228558630525,0.8,1.4252086701414222,-0.6252086701414221,3.9,4.9823832483548385,-1.0823832483548386,10.5,12.764297272784198,-2.264297272784198,0.622,0.5854671481783136,0.03653285182168642,0.176,0.179242997589076,-0.0032429975890760077,7.4,6.850928613891845,0.5490713861081558,0.369,0.3256496842417505,0.04335031575824949
projection,1642347,Jamal Shead,2024,45,Houston,2023-24,Houston,SR,4,4,21.3,G,40.3,27.131119526494732,13.168880473505265,13.5,14.482940975589012,0.9829409755890115,4.3,2.513900317789334,1.7860996822106658,2.0,0.5791282320355344,1.4208717679644656,3.3,2.377663091418149,0.9223369085818507,10.5,10.80930196182946,-0.3093019618294601,0.495,0.5773787696997275,-0.08237876969972746,0.22,0.17999420041762076,0.04000579958237924,12.7,8.133948719740713,4.566051280259286,0.24,0.39808359903652174,-0.15808359903652175
projection,1642353,Cam Christie,2024,46,Minnesota,2023-24,Minnesota,FR,1,1,18.3,G,13.8,13.467886011228835,0.33211398877116594,10.0,13.09538371249958,3.0953837124995793,1.2,1.9793254707315393,-0.7793254707315393,1.1,1.369477070029399,-0.2694770700293989,1.0,4.013247969556725,-3.0132479695567254,12.9,13.03987403122234,-0.1398740312223392,0.546,0.5567796168547126,-0.010779616854712515,0.1,0.13443945961525586,-0.03443945961525585,2.7,6.205146314207047,-3.505146314207047,0.216,0.1993710857638057,0.01662891423619431
projection,1641810,Antonio Reeves,2024,47,Kentucky,2023-24,Kentucky,SR,5,5,23.0,G,9.2,15.523553478227353,-6.323553478227353,7.1,11.956621079675054,4.856621079675055,1.1,1.8595077893019398,-0.7595077893019397,0.8,1.2713058891376665,-0.47130588913766647,2.7,3.841832320193123,-1.1418323201931226,11.1,14.18522800587587,-3.085228005875871,0.64,0.5692239670221728,0.0707760329778272,0.182,0.17521134245171444,0.006788657548285559,7.0,7.330505028398282,-0.33050502839828244,0.285,0.2909381215210224,-0.00593812152102241
projection,1631127,Harrison Ingram,2024,48,North Carolina,2023-24,UNC,SO,3,3,21.0,F,11.6,14.31612637143702,-2.7161263714370207,10.7,11.750749825340979,1.0507498253409793,2.4,2.025381981042792,0.3746180189572077,1.3,1.9546052135474077,-0.6546052135474076,8.7,4.639628649088193,4.060371350911806,20.1,14.204378879641851,5.89562112035815,0.53,0.5808569220109026,-0.05085692201090253,0.162,0.17518013365555352,-0.013180133655553511,8.5,7.348048448858381,1.151951551141619,0.259,0.33386299121304464,-0.07486299121304463
projection,1641803,Tristen Newton,2024,49,Connecticut,2023-24,UConn,SR,5,5,22.5,G,31.2,19.466375220013422,11.733624779986577,15.4,13.787571579884826,-1.6124284201151742,1.7,2.2251130776799215,-0.5251130776799215,0.9,1.0204546618228907,-0.12045466182289066,5.4,2.672275464759607,2.727724535240393,16.8,11.805602059072038,4.994397940927962,0.561,0.5971025729658743,-0.03610257296587427,0.224,0.1767072548533147,0.0472927451466853,10.4,8.424306009160286,1.975693990839714,0.474,0.3610835647650334,0.11291643523496658
projection,1642402,Enrique Freeman,2024,50,Akron,2023-24,Akron,SR,5,5,23.3,F,11.2,13.403747970327407,-2.2037479703274077,14.8,13.906208068106762,-0.8937919318932384,1.5,1.9135411143437728,-0.41354111434377283,6.0,3.3671383447908405,2.6328616552091595,13.0,10.351224005329204,2.648775994670796,33.1,23.630717806946922,9.469282193053079,0.643,0.6027795390287054,0.040220460971294614,0.263,0.23057148928125348,0.03242851071874653,8.3,7.09676991778007,1.2032300822199309,0.571,0.5406996327345142,0.030300367265485795
