source_dataset,player_id,player_name,draft_year,pick_number,college,college_year_season,college_year_team,college_year_class_year,college_season_number,college_season_count,college_year_age,college_year_pos,ast_pct_actual,ast_pct_expected,ast_pct_deviation,tov_pct_actual,tov_pct_expected,tov_pct_deviation,stl_pct_actual,stl_pct_expected,stl_pct_deviation,blk_pct_actual,blk_pct_expected,blk_pct_deviation,orb_pct_actual,orb_pct_expected,orb_pct_deviation,drb_pct_actual,drb_pct_expected,drb_pct_deviation,ts_pct_actual,ts_pct_expected,ts_pct_deviation,ws_per_40_actual,ws_per_40_expected,ws_per_40_deviation,bpm_actual,bpm_expected,bpm_deviation,ftr_actual,ftr_expected,ftr_deviation
training,203492,Ray McCallum,2013,36,Detroit Mercy,2012-13,Detroit Mercy,JR,3,3,21.39,G,23.8,25.015774827982334,-1.215774827982333,11.3,12.601889295342561,1.3018892953425603,3.0,3.0648260494735773,-0.06482604947357729,1.8,1.0933401478310962,0.7066598521689038,4.0,2.727859178919521,1.272140821080479,14.3,11.566306659018386,2.733693340981615,0.578,0.5699949411013107,0.008005058898689299,0.2,0.1695859914680437,0.030414008531956305,7.3,7.830210340872963,-0.530210340872963,0.47,0.40522974290119324,0.06477025709880674
training,203502,Tony Mitchell,2013,37,North Texas,2012-13,North Texas,SO,2,2,20.57,F,5.7,10.558201387258862,-4.858201387258862,16.6,15.666246954043167,-0.9337530459568342,1.8,1.5099040000719315,0.29009599992806856,8.5,5.032996705451152,3.4670032945488476,8.4,8.28562779591242,0.11437220408758009,23.1,22.144017025915616,0.9559829740843853,0.53,0.5894908747061447,-0.05949087470614467,0.128,0.184258780033903,-0.056258780033903,2.2,5.379587027458298,-3.1795870274582976,0.494,0.4066930564246506,0.0873069435753494
training,203489,Nate Wolters,2013,38,South Dakota State,2012-13,South Dakota St.,SR,4,4,21.47,G,34.3,28.790255870154102,5.509744129845895,11.2,12.120232353957778,0.920232353957779,2.8,2.7688014596322525,0.031198540367747274,0.4,1.5265710236795507,-1.1265710236795505,3.7,4.199225135512667,-0.4992251355126669,15.4,14.805440146830836,0.594559853169164,0.604,0.5798149741154522,0.02418502588454774,0.272,0.24459915685723732,0.0274008431427627,9.6,7.906127681739915,1.6938723182600848,0.461,0.4214632824426352,0.03953671755736482
training,203481,Jeff Withey,2013,39,Kansas,2012-13,Kansas,SR,4,4,22.66,C,6.2,8.341118827129062,-2.1411188271290618,15.1,14.96783017065032,-0.1321698293496798,1.4,1.3858581929461649,0.014141807053835054,13.7,9.664058528189202,4.035941471810798,8.8,10.354094083637204,-1.554094083637203,22.3,22.825489956021563,-0.5254899560215627,0.621,0.6247417590849563,-0.003741759084956331,0.231,0.23650782579822044,-0.005507825798220428,11.5,8.5314167411711,2.9685832588289003,0.604,0.5847589850066941,0.019241014993305883
training,203511,Grant Jerrett,2013,40,Arizona,2012-13,Arizona,FR,1,1,19.32,F,5.7,7.894693909293973,-2.1946939092939726,10.4,13.062557406869688,2.662557406869688,1.6,1.8138095553363869,-0.2138095553363868,5.8,4.790557402856147,1.0094425971438525,7.6,6.723857024512781,0.8761429754872188,17.9,15.471466827749706,2.428533172250292,0.535,0.5533882629160671,-0.0183882629160671,0.15,0.13953665758317418,0.01046334241682581,6.6,6.257110581978275,0.34288941802172435,0.143,0.24817527883447632,-0.10517527883447633
training,203479,Jamaal Franklin,2013,41,San Diego State,2012-13,San Diego St.,JR,3,3,21.28,G,21.6,24.608406053073598,-3.008406053073596,17.9,14.987744053087201,-2.912255946912797,2.9,2.363810068436862,0.536189931563138,2.6,1.5728019107622222,1.027198089237778,6.2,4.48810463400421,1.7118953659957903,28.8,16.762862660836237,12.037137339163763,0.536,0.5555658750347184,-0.019565875034718405,0.202,0.1974536620033415,0.004546337996658517,8.5,9.115391109975034,-0.6153911099750342,0.546,0.46301470952552914,0.0829852904744709
training,203510,Pierre Jackson,2013,42,Baylor,2012-13,Baylor,SR,2,2,21.18,G,40.7,33.87067364441921,6.82932635558079,16.4,15.18624813504693,-1.2137518649530694,2.5,3.0747489602406146,-0.5747489602406146,0.0,0.3908366113533318,-0.3908366113533318,2.2,2.086486279593511,0.11351372040648933,10.3,11.112699158675282,-0.8126991586752812,0.574,0.594957593881886,-0.020957593881886005,0.222,0.20778127708270805,0.014218722917291954,10.5,11.761881452538114,-1.2618814525381143,0.474,0.40343822538089424,0.07056177461910573
training,203488,Mike Muscala,2013,44,Bucknell,2012-13,Bucknell,SR,4,4,21.34,F,18.5,13.631173238182768,4.868826761817232,9.5,11.953065115875521,2.4530651158755212,1.0,1.3182367994620037,-0.31823679946200367,7.8,7.389496850329937,0.4105031496700624,11.8,11.235571520407532,0.5644284795924683,31.1,26.60274170085341,4.497258299146591,0.575,0.5916911477848825,-0.016691147784882565,0.307,0.26097551110339556,0.04602448889660443,12.5,9.428318576487191,3.0716814235128087,0.509,0.5287791223591396,-0.01977912235913959
training,203475,Erick Green,2013,46,Virginia Tech,2012-13,Virginia Tech,SR,4,4,21.48,G,27.0,29.12151227888551,-2.121512278885511,9.3,11.894223132296975,2.5942231322969747,2.1,2.339998142365424,-0.23999814236542383,0.6,0.9610485636697812,-0.3610485636697812,1.4,2.728763015697363,-1.3287630156973629,11.6,10.133139172641998,1.4668608273580013,0.592,0.5688176122048915,0.023182387795108506,0.222,0.20675524946321805,0.015244750536781954,11.4,9.94969082372903,1.4503091762709701,0.485,0.40952060393288714,0.07547939606711285
training,203527,Ryan Kelly,2013,48,Duke,2012-13,Duke,SR,4,4,21.57,F,11.0,11.424410973721562,-0.424410973721562,8.4,12.237757284498473,3.8377572844984726,1.4,1.655246162093657,-0.255246162093657,5.4,4.702560745534177,0.6974392544658237,6.9,7.196132121982542,-0.29613212198254146,15.4,17.551635145052863,-2.151635145052863,0.586,0.581114757352939,0.004885242647060917,0.21,0.18598603762394736,0.024013962376052633,11.1,7.925690591156567,3.174309408843433,0.401,0.33916181873883383,0.06183818126116619
training,203513,Erik Murphy,2013,49,Florida,2012-13,Florida,SR,4,4,22.02,F,11.0,10.081703405046321,0.918296594953679,13.0,13.631211503964405,0.6312115039644048,1.5,1.2979912249144734,0.20200877508552662,3.1,5.016096821324135,-1.916096821324135,7.8,6.8066519390001305,0.9933480609998693,19.2,15.450414494736966,3.749585505263033,0.643,0.6043680600931977,0.03863193990680236,0.253,0.19048783912687406,0.06251216087312594,11.6,7.955496992480908,3.6445030075190914,0.16,0.29858809742355125,-0.13858809742355124
training,203516,James Ennis III,2013,50,Long Beach State,2012-13,Long Beach State,SR,2,2,22.34,G,14.4,16.785843542910346,-2.3858435429103455,18.3,15.036998913068745,-3.263001086931256,3.1,2.382215044661618,0.7177849553383822,4.2,2.3147109193839737,1.8852890806160265,6.9,4.093353324553542,2.8066466754464585,17.0,16.007201358729883,0.9927986412701166,0.616,0.5770286398458815,0.038971360154118506,0.173,0.1879369549467969,-0.014936954946796921,7.1,6.625754830661826,0.4742451693381735,0.407,0.35751654139279254,0.04948345860720743
training,203528,Romero Osby,2013,51,Oklahoma,2012-13,Oklahoma,SR,4,4,,F,10.2,13.475973284617941,-3.275973284617942,9.0,14.512640705553812,5.512640705553812,1.3,2.2109237839715536,-0.9109237839715536,3.2,2.7916049352429204,0.40839506475707976,8.2,9.940018208875957,-1.7400182088759575,21.4,19.321903210874986,2.078096789125013,0.604,0.5798398951455797,0.024160104854420328,0.244,0.196427742048853,0.047572257951147,10.0,7.2097306003203885,2.7902693996796115,0.586,0.5189603505403912,0.06703964945960872
training,203485,Lorenzo Brown,2013,52,North Carolina State,2012-13,NC State,JR,3,3,22.18,G,36.7,27.753773122656035,8.946226877343967,22.2,16.837433586676546,-5.362566413323453,3.4,2.7540326290566233,0.6459673709433766,1.6,1.950761546879191,-0.3507615468791909,2.4,4.176976917951297,-1.776976917951297,12.3,14.875928884834787,-2.575928884834786,0.509,0.5586797025863072,-0.04967970258630716,0.127,0.17142642073483058,-0.04442642073483058,5.5,8.132774267277481,-2.6327742672774814,0.419,0.4097523125967377,0.009247687403262261
training,203470,Colton Iverson,2013,53,Colorado State,2012-13,Colorado St.,SR,4,4,,F,9.9,8.348951737902238,1.551048262097762,14.3,15.422865606656384,1.122865606656383,1.2,1.3849609887990946,-0.18496098879909462,2.9,6.417546237057271,-3.5175462370572714,13.3,11.260597768261187,2.039402231738814,28.2,21.832902013269145,6.367097986730855,0.602,0.6277462875809409,-0.025746287580940885,0.219,0.24137884319089986,-0.02237884319089986,7.9,7.598455535442368,0.3015444645576322,0.723,0.540716499346073,0.18228350065392696
training,203529,Arsalan Kazemi,2013,54,Oregon,2012-13,Oregon,SR,4,4,,F,9.2,7.395307051294716,1.8046929487052834,16.6,18.371652501649848,1.7716525016498466,4.1,2.2968153957778576,1.803184604222142,2.4,4.576189937202912,-2.176189937202912,11.5,11.466689153922417,0.03331084607758328,31.5,19.1520173659419,12.347982634058098,0.627,0.5860391016728309,0.04096089832716909,0.226,0.18550316544023723,0.04049683455976277,10.8,5.0639685368717355,5.736031463128265,0.795,0.5348838523738599,0.2601161476261401
training,203491,Peyton Siva,2013,56,Louisville,2012-13,Louisville,SR,4,4,22.02,G,34.3,28.844869635417005,5.455130364582992,21.3,19.35964064188075,-1.9403593581192524,4.3,3.854176161444904,0.4458238385550959,0.6,0.7197392246313199,-0.11973922463131992,1.1,2.508090716982185,-1.4080907169821848,8.1,9.6383097169248,-1.5383097169248003,0.513,0.5706617102790227,-0.05766171027902267,0.17,0.1806069441327586,-0.010606944132758589,7.3,8.508371533314211,-1.208371533314211,0.285,0.34549645137157337,-0.06049645137157339
training,203531,Alex Oriakhi,2013,57,Missouri,2012-13,Missouri,SR,4,4,,F,2.6,5.724245159839932,-3.124245159839932,14.2,16.803712084415427,2.6037120844154273,1.3,1.4956269442389072,-0.19562694423890714,6.4,6.78055439516332,-0.3805543951633199,14.1,10.89240066289329,3.207599337106709,23.7,19.094335643343207,4.605664356656792,0.674,0.604899516072639,0.06910048392736101,0.23,0.20607863637576193,0.02392136362423808,8.4,7.292687985660387,1.1073120143396133,0.657,0.513592150747368,0.14340784925263206
training,203472,Deshaun Thomas,2013,58,Ohio State,2012-13,Ohio St.,JR,3,3,,F,8.6,17.39118681740798,-8.791186817407981,7.3,12.263048060041347,4.963048060041348,0.9,2.276522617082856,-1.376522617082856,1.0,1.713107423082218,-0.7131074230822181,5.8,5.786038997620016,0.013961002379983434,15.0,14.859470173661203,0.1405298263387973,0.551,0.5469688623326242,0.004031137667375839,0.209,0.18205851206479276,0.02694148793520723,9.0,9.696353544820708,-0.6963535448207079,0.29,0.3177013297404858,-0.027701329740485836
training,203952,Andrew Wiggins,2014,1,Kansas,2013-14,Kansas,FR,1,1,18.69,G,9.2,15.602499123395186,-6.402499123395186,13.1,13.473999793790771,0.3739997937907713,2.1,1.7475563628494908,0.3524436371505093,3.1,1.8897638019107885,1.2102361980892116,8.4,5.484585464791391,2.915414535208609,12.3,16.58663442907681,-4.286634429076809,0.563,0.5787253983093069,-0.01572539830930697,0.17,0.17519334977227027,-0.0051933497722702615,8.3,8.154533433656216,0.14546656634378508,0.538,0.42993188635595114,0.10806811364404889
training,203953,Jabari Parker,2014,2,Duke,2013-14,Duke,FR,1,1,18.63,F,8.6,11.355863164710012,-2.7558631647100125,11.9,12.458668683772958,0.5586686837729573,2.1,1.5096756256917168,0.5903243743082833,4.0,3.022914888162523,0.9770851118374768,11.4,9.56036966005651,1.83963033994349,23.1,22.359921044928107,0.740078955071894,0.558,0.574880084854696,-0.016880084854695943,0.205,0.23489595278851924,-0.029895952788519253,7.6,7.755146259561704,-0.15514625956170391,0.429,0.41273083437154673,0.016269165628453264
training,203954,Joel Embiid,2014,3,Kansas,2013-14,Kansas,FR,1,1,19.63,C,11.5,9.349756978329115,2.150243021670885,21.6,16.68772963979953,-4.91227036020047,2.3,1.818632747735243,0.48136725226475674,11.7,10.060107669004724,1.6398923309952753,12.7,12.014789699209414,0.685210300790585,27.3,22.14861131817803,5.15138868182197,0.655,0.5756178395048581,0.0793821604951419,0.213,0.18816331739714084,0.02483668260285915,11.9,9.974676925538665,1.9253230744613354,0.836,0.6246489800711797,0.21135101992882022
training,203932,Aaron Gordon,2014,4,Arizona,2013-14,Arizona,FR,1,1,18.13,F,13.0,9.11441937614004,3.88558062385996,10.5,12.650071858007935,2.1500718580079354,1.8,1.6752923301707667,0.12470766982923331,3.4,3.6053560534632565,-0.20535605346325658,10.4,10.320637010896945,0.07936298910305517,19.3,20.63428981068322,-1.3342898106832202,0.503,0.5624466556961447,-0.05944665569614471,0.183,0.17944441430246955,0.00355558569753045,8.4,7.280638140721844,1.1193618592781567,0.471,0.5058086033120116,-0.03480860331201163
training,203935,Marcus Smart,2014,6,Oklahoma State,2013-14,Oklahoma St.,SO,2,2,19.66,G,30.1,24.87714441305447,5.222855586945531,14.0,14.380312947622734,0.38031294762273404,5.0,2.8652701033024344,2.1347298966975656,1.9,0.8099554364730385,1.0900445635269613,5.1,2.699064651651285,2.400935348348715,14.9,12.07173119992968,2.8282688000703207,0.552,0.5513436734616052,0.0006563265383948691,0.22,0.17703382936695738,0.042966170633042616,12.0,7.708774828497117,4.291225171502883,0.648,0.4442180627405482,0.20378193725945182
training,203944,Julius Randle,2014,7,Kentucky,2013-14,Kentucky,FR,1,1,18.92,F,10.0,11.354404053323778,-1.354404053323778,16.1,13.603975530134571,-2.4960244698654304,1.0,1.5322149897599662,-0.5322149897599662,2.6,4.033414936872293,-1.433414936872293,13.3,11.185277539415825,2.1147224605841757,24.7,23.255306580700516,1.4446934192994831,0.567,0.5820490815252803,-0.015049081525280394,0.191,0.21325268133394262,-0.02225268133394262,7.5,9.113286984969504,-1.6132869849695037,0.739,0.5914833510777845,0.1475166489222155
training,203917,Nik Stauskas,2014,8,Michigan,2013-14,Michigan,SO,2,2,20.07,G,18.8,18.80861146502997,-0.008611465029968457,12.0,13.634889107982932,1.6348891079829322,1.0,1.9756361084340526,-0.9756361084340526,0.9,0.9566999393685254,-0.056699939368525354,1.6,2.943801399464226,-1.3438013994642257,8.8,12.563714050187501,-3.7637140501875006,0.642,0.5889248849155444,0.053075115084455615,0.193,0.17673860119321427,0.016261398806785732,9.3,7.3869462309328515,1.9130537690671492,0.518,0.35725236163348356,0.16074763836651645
training,203943,Noah Vonleh,2014,9,Indiana,2013-14,Indiana,FR,1,1,18.19,F,4.9,8.44473457457566,-3.54473457457566,18.6,18.033717133953104,-0.5662828660468975,1.9,1.769794083912299,0.13020591608770093,5.4,4.000663781117779,1.3993362188822216,10.8,10.239320537587346,0.5606794624126543,27.3,20.971281649434868,6.328718350565133,0.604,0.5537620475775654,0.05023795242243456,0.182,0.14278844869278084,0.03921155130721915,6.6,5.89037186164842,0.7096281383515795,0.62,0.5245636160913457,0.09543638390865428
training,203901,Elfrid Payton,2014,10,Louisiana-Lafayette,2013-14,Louisiana,JR,3,3,19.69,G,32.9,30.111320876157027,2.7886791238429716,17.2,14.750155330350994,-2.4498446696490053,3.6,3.0167964179189886,0.5832035820810115,1.7,1.4315279767872424,0.26847202321275754,7.1,5.613169745266611,1.4868302547333885,11.7,12.716138928647988,-1.0161389286479885,0.551,0.5482702955174154,0.002729704482584694,0.177,0.16306713619334368,0.013932863806656315,6.8,7.295862097677478,-0.49586209767747835,0.648,0.5233509063351052,0.12464909366489485
training,203926,Doug McDermott,2014,11,Creighton,2013-14,Creighton,SR,4,4,21.83,F,11.5,14.945356946606891,-3.445356946606891,7.9,10.386034950240875,2.4860349502408745,0.4,2.0452709749753644,-1.6452709749753645,0.5,2.1453839366350977,-1.6453839366350977,6.4,6.80722260172716,-0.4072226017271596,17.8,19.03224401975322,-1.232244019753221,0.644,0.5922464353068658,0.05175356469313419,0.261,0.2655786680989222,-0.004578668098922212,10.9,11.238548706894365,-0.33854870689436467,0.329,0.3327986350643002,-0.003798635064300171
training,203897,Zach LaVine,2014,13,California-Los Angeles,2013-14,UCLA,FR,1,1,18.65,G,12.6,13.466689041889987,-0.8666890418899875,11.6,12.794603860781255,1.194603860781255,2.1,2.073909844314213,0.026090155685786875,0.8,1.5633141767768632,-0.7633141767768632,2.4,4.086247977915559,-1.6862479779155595,9.5,12.736014523164377,-3.2360145231643767,0.545,0.5527468527616054,-0.007746852761605361,0.111,0.14549176468039723,-0.03449176468039723,2.9,6.44506845375241,-3.54506845375241,0.236,0.29096865021769514,-0.05496865021769515
training,203933,T.J. Warren,2014,14,North Carolina State,2013-14,NC State,SO,2,2,20.16,F,8.6,14.547042503908813,-5.947042503908813,9.9,10.628535925354244,0.7285359253542438,3.1,1.9305980809708674,1.1694019190291327,1.8,2.1614918927396043,-0.36149189273960425,10.8,9.053559894945979,1.7464401050540221,12.7,20.479173850067067,-7.7791738500670675,0.574,0.5756138874272576,-0.0016138874272576542,0.209,0.25296828709325825,-0.04396828709325826,10.8,9.173073696418996,1.6269263035810049,0.347,0.42788436751506387,-0.08088436751506389
training,203940,Adreian Payne,2014,15,Michigan State,2013-14,Michigan St.,SR,4,4,22.7,C,10.2,11.29479894660073,-1.094798946600731,13.1,12.451348172912054,-0.6486518270879458,1.0,1.7943079387037135,-0.7943079387037135,3.8,4.147633223557963,-0.34763322355796333,6.8,7.157257874224752,-0.35725787422475186,22.9,19.70849169298893,3.1915083070110697,0.607,0.5844052883400037,0.02259471165999627,0.2,0.21335703063288458,-0.01335703063288457,7.5,8.648047457002047,-1.148047457002047,0.39,0.42132057162938014,-0.03132057162938012
training,203923,James Young,2014,17,Kentucky,2013-14,Kentucky,FR,1,1,18.21,G,10.8,12.573908384047911,-1.7739083840479104,12.3,12.21349412402316,-0.08650587597684023,1.4,1.7615286901615406,-0.36152869016154066,0.6,0.861918702755563,-0.26191870275556306,3.7,2.9789356484252467,0.7210643515747535,11.0,12.078867073825236,-1.0788670738252364,0.536,0.5711010064948608,-0.03510100649486081,0.145,0.15531579224564895,-0.010315792245648964,6.1,7.617518536725504,-1.517518536725504,0.393,0.32326798848033605,0.06973201151966396
training,203898,Tyler Ennis,2014,18,Syracuse,2013-14,Syracuse,FR,1,1,19.19,G,32.3,29.787283308449602,2.512716691550395,11.9,16.67911873844488,4.779118738444881,3.9,2.8960650646552133,1.0039349353447866,0.7,0.74826378598807,-0.04826378598807002,2.6,2.735147582512723,-0.13514758251272285,9.0,10.369532398719656,-1.369532398719656,0.511,0.5516180976114272,-0.040618097611427206,0.18,0.14718333641074674,0.03281666358925325,8.7,7.2226993183507515,1.4773006816492478,0.414,0.3884357798702728,0.0255642201297272
training,203914,Gary Harris,2014,19,Michigan State,2013-14,Michigan St.,SO,2,2,19.13,G,16.8,17.108460854358654,-0.30846085435865334,10.3,12.39752672489157,2.097526724891569,3.4,2.41243219374391,0.9875678062560898,1.6,0.9939700394773519,0.6060299605226482,4.0,2.8798335619027737,1.1201664380972263,10.2,10.911671217143013,-0.7116712171430137,0.561,0.5742294380365442,-0.013229438036544194,0.188,0.1645823421777918,0.0234176578222082,10.3,9.07986165139837,1.2201383486016315,0.312,0.3402988226198078,-0.028298822619807817
training,203956,Mitch McGary,2014,21,Michigan,2013-14,Michigan,SO,2,2,21.4,F,12.6,9.76092099500771,2.839079004992289,16.4,15.613588290980816,-0.7864117090191822,4.9,1.8791448178413743,3.020855182158626,3.2,5.5390728569032515,-2.3390728569032513,15.5,11.758751337581883,3.7412486624181174,27.1,22.87215369662911,4.227846303370892,0.572,0.5696142831653037,0.0023857168346962387,0.208,0.1951520479278794,0.012847952072120583,8.6,8.069028600344083,0.5309713996559164,0.436,0.5201918003963882,-0.08419180039638824
training,203919,Jordan Adams,2014,22,California-Los Angeles,2013-14,UCLA,SO,2,2,19.32,G,14.7,19.537078174706988,-4.837078174706988,9.4,13.191847974699275,3.791847974699275,5.0,2.4591157093094003,2.5408842906905997,0.6,1.1257457286500718,-0.5257457286500719,7.5,5.2219891837665795,2.2780108162334205,13.1,13.591583793548061,-0.49158379354806137,0.603,0.5596522790502617,0.043347720949738267,0.237,0.18775667223159306,0.049243327768406925,11.5,7.814018007505495,3.685981992494505,0.441,0.43629881239897095,0.004701187601029055
training,203918,Rodney Hood,2014,23,Duke,2013-14,Duke,SO,2,2,21.03,F,13.2,11.94844788528542,1.2515521147145794,10.2,12.544534616311475,2.344534616311476,1.3,1.8619772635968004,-0.5619772635968003,0.8,2.6709000488120935,-1.8709000488120935,2.9,5.836268577405708,-2.936268577405708,11.7,16.707789644962354,-5.0077896449623545,0.59,0.5646075225796963,0.025392477420303705,0.17,0.1789834449180775,-0.008983444918077482,7.2,8.12828230391679,-0.9282823039167907,0.328,0.3073148492246145,0.02068515077538552
training,203894,Shabazz Napier,2014,24,Connecticut,2013-14,UConn,SR,4,4,22.3,G,30.8,30.250806527472307,0.5491934725276941,15.8,15.918089266055379,0.11808926605537806,3.2,2.637927972590412,0.5620720274095881,1.0,0.6670598520408554,0.3329401479591446,3.4,2.2047597793486355,1.1952402206513644,15.0,11.361072297342407,3.6389277026575932,0.591,0.5685947632528614,0.02240523674713857,0.226,0.20464102235938608,0.021358977640613924,12.0,10.149386246827056,1.8506137531729436,0.48,0.461037047035556,0.018962952964444002
training,203912,C.J. Wilcox,2014,28,Washington,2013-14,Washington,SR,4,4,22.84,G,15.4,15.587547553781292,-0.1875475537812914,9.9,11.094688471894948,1.1946884718949473,1.7,1.9019644051158753,-0.20196440511587532,2.8,1.5948161025086933,1.2051838974913065,2.3,3.4186675219756504,-1.1186675219756506,10.6,11.541782920832954,-0.9417829208329547,0.598,0.5824864439652391,0.0155135560347609,0.159,0.1773521922337453,-0.01835219223374529,8.4,9.234492924858507,-0.8344929248585071,0.271,0.2965455415963561,-0.02554554159635608
training,203962,Josh Huestis,2014,29,Stanford,2013-14,Stanford,SR,4,4,21.87,F,6.8,13.482394504822464,-6.682394504822464,9.8,12.295187421650173,2.495187421650172,1.0,2.1719135837554533,-1.1719135837554533,5.9,2.9360485975025554,2.963951402497445,8.8,8.000431150767882,0.7995688492321182,18.4,19.188913589578338,-0.788913589578339,0.51,0.5688876970754859,-0.05888769707548591,0.126,0.1723095245242088,-0.046309524524208806,5.3,8.534214332404225,-3.2342143324042256,0.295,0.334666077204691,-0.03966607720469101
training,203937,Kyle Anderson,2014,30,California-Los Angeles,2013-14,UCLA,SO,2,2,20.11,G,34.3,19.65622344190759,14.643776558092409,19.1,14.97442774319497,-4.125572256805031,3.1,1.9475763820760177,1.1524236179239824,2.7,2.396765652150309,0.30323434784969105,4.5,7.209574652021188,-2.709574652021188,25.5,20.027318645555866,5.472681354444134,0.566,0.5719486466947066,-0.0059486466947066274,0.189,0.19724616522493385,-0.008246165224933849,10.9,7.860315659011122,3.0396843409888783,0.493,0.511739440658355,-0.018739440658354978
training,203909,KJ McDaniels,2014,32,Clemson,2013-14,Clemson,JR,3,3,20.73,F,12.8,17.913837509285187,-5.113837509285187,13.3,14.08732883810926,0.7873288381092589,2.3,2.334669848158655,-0.03466984815865537,8.9,2.312032952068433,6.587967047931567,8.8,6.312803881392661,2.48719611860734,15.9,17.819654340639076,-1.9196543406390756,0.566,0.5651054280180573,0.000894571981942649,0.221,0.2090506720698394,0.011949327930160597,12.9,10.025453717060623,2.8745462829393773,0.402,0.43113403057770583,-0.029134030577705805
training,203925,Joe Harris,2014,33,Virginia,2013-14,Virginia,SR,4,4,22.15,G,18.1,14.143658554765437,3.956341445234564,10.9,12.79273497447502,1.8927349744750188,2.2,2.15125437191949,0.048745628080510084,0.9,1.5653970803222976,-0.6653970803222976,2.7,4.3128135554771285,-1.6128135554771283,9.8,12.51289475113571,-2.7128947511357087,0.565,0.5915016313118437,-0.0265016313118438,0.187,0.18843421311024613,-0.0014342131102461353,8.6,8.675868972605246,-0.07586897260524594,0.337,0.36382181797828383,-0.026821817978283813
training,203921,Cleanthony Early,2014,34,Wichita State,2013-14,Wichita St.,SR,2,2,22.54,F,6.4,12.20333085421115,-5.803330854211149,12.9,13.217120612408271,0.31712061240827083,1.8,2.280007050082397,-0.48000705008239675,3.3,2.793457018322104,0.5065429816778959,5.9,6.856166464986891,-0.9561664649868904,18.6,18.428052804828116,0.17194719517188517,0.627,0.5988239043619727,0.028176095638027254,0.246,0.22356020988599684,0.022439790114003155,9.0,8.592112686956348,0.407887313043652,0.464,0.36584257720575786,0.09815742279424217
training,203950,Jarnell Stokes,2014,35,Tennessee,2013-14,Tennessee,JR,3,3,19.82,F,13.7,10.407750357584554,3.2922496424154453,13.7,13.814862136107571,0.1148621361075719,1.4,1.7966492785712123,-0.39664927857121235,2.9,3.9587289318007,-1.0587289318007,15.3,10.813259369868703,4.4867406301312975,23.1,20.60999972420848,2.490000275791523,0.576,0.5893471780350332,-0.01334717803503327,0.227,0.22822173259889422,-0.0012217325988942151,9.5,7.955970013763478,1.5440299862365219,0.613,0.5774336145069737,0.035566385493026265
training,203948,Johnny O'Bryant III,2014,36,Louisiana State,2013-14,LSU,JR,3,3,20.42,F,11.5,9.522089282274168,1.9779107177258322,17.8,14.640511817631909,-3.159488182368092,1.0,1.7024926293174492,-0.7024926293174492,2.9,3.5469844108879824,-0.6469844108879825,10.8,11.002733199114138,-0.202733199114137,16.6,22.208032708145375,-5.608032708145373,0.526,0.5679328856771986,-0.04193288567719855,0.106,0.19295762624050153,-0.08695762624050153,1.3,8.786464160462868,-7.4864641604628686,0.455,0.5113077136322857,-0.05630771363228565
training,203908,DeAndre Daniels,2014,37,Connecticut,2013-14,UConn,JR,3,3,,F,3.6,11.403695082364875,-7.803695082364875,11.2,12.564299881644901,1.364299881644902,1.4,1.6516686961383,-0.2516686961383001,5.2,2.1719339416216745,3.0280660583783257,6.3,7.5948610178478475,-1.2948610178478477,16.9,16.56055947349715,0.33944052650284817,0.559,0.5665980137494936,-0.007598013749493537,0.16,0.19131321746222119,-0.03131321746222118,5.6,8.078154823048962,-2.4781548230489623,0.222,0.3450121405501733,-0.12301214055017332
training,203915,Spencer Dinwiddie,2014,38,Colorado,2013-14,Colorado,JR,3,3,20.57,G,26.3,16.405183846212278,9.894816153787723,13.8,15.32667170151365,1.5266717015136493,2.9,2.2504829982126586,0.6495170017873413,0.8,1.3785139294168904,-0.5785139294168904,1.8,3.445625362016491,-1.6456253620164911,9.6,12.720633192306673,-3.1206331923066735,0.667,0.5659985260023557,0.10100147399764436,0.231,0.15389224035696936,0.07710775964303065,10.1,7.061476383664739,3.0385236163352607,0.908,0.471907326218109,0.43609267378189104
training,203924,Jerami Grant,2014,39,Syracuse,2013-14,Syracuse,SO,2,2,19.64,F,9.4,12.25847324322775,-2.858473243227749,9.5,16.618179634554693,7.118179634554693,1.7,2.0526019523016563,-0.35260195230165636,2.5,4.12156886262693,-1.6215688626269298,9.1,10.177029094166556,-1.0770290941665568,17.2,20.95740367509207,-3.757403675092071,0.547,0.5641411895867665,-0.01714118958676647,0.185,0.16476285928825443,0.020237140711745566,6.4,6.501268110583627,-0.10126811058362684,0.664,0.5654685683419481,0.0985314316580519
training,203922,Glenn Robinson III,2014,40,Michigan,2013-14,Michigan,SO,2,2,19.81,F,7.6,14.734856821808963,-7.134856821808963,9.7,13.124684837280812,3.4246848372808127,1.9,2.0933625587361324,-0.1933625587361325,1.0,1.84814933626653,-0.84814933626653,6.0,5.435892937039759,0.5641070629602414,11.5,14.73050407185174,-3.2305040718517404,0.566,0.5600767755580859,0.005923224441914066,0.142,0.16752182139787283,-0.025521821397872846,5.3,7.659637096143743,-2.359637096143743,0.308,0.38358501028579084,-0.07558501028579084
